#    L    TT             EE             TE             PP             TP          
   322   0.333728E+04   0.131395E+02   0.118195E+03   0.158769E+07   0.879549E+03
   323   0.330421E+04   0.133274E+02   0.117702E+03   0.158192E+07   0.871312E+03
   324   0.327129E+04   0.135149E+02   0.117171E+03   0.157618E+07   0.863140E+03
   325   0.323854E+04   0.137020E+02   0.116603E+03   0.157047E+07   0.855031E+03
   326   0.320596E+04   0.138887E+02   0.115997E+03   0.156480E+07   0.846986E+03
   327   0.317357E+04   0.140749E+02   0.115354E+03   0.155915E+07   0.839005E+03
   328   0.314137E+04   0.142603E+02   0.114674E+03   0.155354E+07   0.831089E+03
   329   0.310937E+04   0.144451E+02   0.113957E+03   0.154795E+07   0.823238E+03
   330   0.307758E+04   0.146290E+02   0.113204E+03   0.154240E+07   0.815451E+03
   331   0.304602E+04   0.148121E+02   0.112414E+03   0.153688E+07   0.807729E+03
   332   0.301468E+04   0.149944E+02   0.111588E+03   0.153138E+07   0.800073E+03
   333   0.298357E+04   0.151756E+02   0.110727E+03   0.152592E+07   0.792482E+03
   334   0.295270E+04   0.153558E+02   0.109830E+03   0.152049E+07   0.784957E+03
   335   0.292210E+04   0.155347E+02   0.108899E+03   0.151508E+07   0.777497E+03
   336   0.289175E+04   0.157125E+02   0.107932E+03   0.150970E+07   0.770103E+03
   337   0.286167E+04   0.158891E+02   0.106932E+03   0.150435E+07   0.762776E+03
   338   0.283187E+04   0.160642E+02   0.105897E+03   0.149903E+07   0.755515E+03
   339   0.280236E+04   0.162380E+02   0.104830E+03   0.149374E+07   0.748320E+03
   340   0.277314E+04   0.164104E+02   0.103731E+03   0.148847E+07   0.741192E+03
   341   0.274422E+04   0.165811E+02   0.102598E+03   0.148323E+07   0.734131E+03
   342   0.271560E+04   0.167502E+02   0.101433E+03   0.147802E+07   0.727137E+03
   343   0.268730E+04   0.169176E+02   0.100236E+03   0.147284E+07   0.720211E+03
   344   0.265931E+04   0.170832E+02   0.990080E+02   0.146768E+07   0.713351E+03
   345   0.263163E+04   0.172469E+02   0.977483E+02   0.146255E+07   0.706560E+03
   346   0.260429E+04   0.174085E+02   0.964574E+02   0.145744E+07   0.699836E+03
   347   0.257727E+04   0.175682E+02   0.951360E+02   0.145236E+07   0.693181E+03
   348   0.255058E+04   0.177257E+02   0.937840E+02   0.144730E+07   0.686593E+03
   349   0.252424E+04   0.178810E+02   0.924038E+02   0.144227E+07   0.680074E+03
   350   0.249825E+04   0.180342E+02   0.909946E+02   0.143727E+07   0.673624E+03
   351   0.247262E+04   0.181851E+02   0.895578E+02   0.143229E+07   0.667242E+03
   352   0.244737E+04   0.183337E+02   0.880942E+02   0.142733E+07   0.660927E+03
   353   0.242248E+04   0.184799E+02   0.866038E+02   0.142240E+07   0.654677E+03
   354   0.239798E+04   0.186238E+02   0.850889E+02   0.141749E+07   0.648491E+03
   355   0.237386E+04   0.187651E+02   0.835487E+02   0.141261E+07   0.642367E+03
   356   0.235014E+04   0.189039E+02   0.819839E+02   0.140775E+07   0.636303E+03
   357   0.232680E+04   0.190402E+02   0.803953E+02   0.140291E+07   0.630298E+03
   358   0.230387E+04   0.191737E+02   0.787836E+02   0.139810E+07   0.624349E+03
   359   0.228134E+04   0.193044E+02   0.771488E+02   0.139331E+07   0.618455E+03
   360   0.225921E+04   0.194323E+02   0.754925E+02   0.138855E+07   0.612614E+03
   361   0.223748E+04   0.195573E+02   0.738136E+02   0.138380E+07   0.606825E+03
   362   0.221617E+04   0.196793E+02   0.721139E+02   0.137909E+07   0.601086E+03
   363   0.219527E+04   0.197983E+02   0.703940E+02   0.137439E+07   0.595395E+03
   364   0.217479E+04   0.199142E+02   0.686547E+02   0.136972E+07   0.589751E+03
   365   0.215474E+04   0.200270E+02   0.668967E+02   0.136506E+07   0.584151E+03
   366   0.213511E+04   0.201367E+02   0.651208E+02   0.136044E+07   0.578594E+03
   367   0.211590E+04   0.202431E+02   0.633278E+02   0.135583E+07   0.573078E+03
   368   0.209714E+04   0.203462E+02   0.615184E+02   0.135125E+07   0.567601E+03
   369   0.207880E+04   0.204460E+02   0.596936E+02   0.134668E+07   0.562163E+03
   370   0.206090E+04   0.205424E+02   0.578538E+02   0.134214E+07   0.556760E+03
   371   0.204344E+04   0.206356E+02   0.560001E+02   0.133763E+07   0.551392E+03
   372   0.202642E+04   0.207251E+02   0.541331E+02   0.133313E+07   0.546057E+03
   373   0.200984E+04   0.208113E+02   0.522535E+02   0.132865E+07   0.540752E+03
   374   0.199371E+04   0.208939E+02   0.503624E+02   0.132420E+07   0.535476E+03
   375   0.197801E+04   0.209730E+02   0.484601E+02   0.131977E+07   0.530228E+03
   376   0.196276E+04   0.210485E+02   0.465477E+02   0.131536E+07   0.525006E+03
   377   0.194797E+04   0.211203E+02   0.446257E+02   0.131097E+07   0.519807E+03
   378   0.193361E+04   0.211884E+02   0.426950E+02   0.130660E+07   0.514631E+03
   379   0.191970E+04   0.212527E+02   0.407563E+02   0.130225E+07   0.509476E+03
   380   0.190625E+04   0.213132E+02   0.388105E+02   0.129792E+07   0.504339E+03
   381   0.189324E+04   0.213699E+02   0.368581E+02   0.129361E+07   0.499219E+03
   382   0.188068E+04   0.214226E+02   0.349000E+02   0.128932E+07   0.494115E+03
   383   0.186858E+04   0.214715E+02   0.329370E+02   0.128505E+07   0.489024E+03
   384   0.185693E+04   0.215165E+02   0.309700E+02   0.128080E+07   0.483945E+03
   385   0.184572E+04   0.215575E+02   0.289998E+02   0.127658E+07   0.478877E+03
   386   0.183496E+04   0.215947E+02   0.270273E+02   0.127237E+07   0.473817E+03
   387   0.182465E+04   0.216280E+02   0.250532E+02   0.126818E+07   0.468764E+03
   388   0.181479E+04   0.216574E+02   0.230785E+02   0.126401E+07   0.463715E+03
   389   0.180537E+04   0.216828E+02   0.211040E+02   0.125986E+07   0.458670E+03
   390   0.179639E+04   0.217043E+02   0.191304E+02   0.125572E+07   0.453627E+03
   391   0.178787E+04   0.217219E+02   0.171587E+02   0.125161E+07   0.448584E+03
   392   0.177977E+04   0.217354E+02   0.151896E+02   0.124752E+07   0.443538E+03
   393   0.177212E+04   0.217450E+02   0.132239E+02   0.124344E+07   0.438490E+03
   394   0.176489E+04   0.217506E+02   0.112623E+02   0.123938E+07   0.433436E+03
   395   0.175810E+04   0.217521E+02   0.930572E+01   0.123534E+07   0.428374E+03
   396   0.175174E+04   0.217497E+02   0.735489E+01   0.123132E+07   0.423304E+03
   397   0.174581E+04   0.217432E+02   0.541062E+01   0.122732E+07   0.418224E+03
   398   0.174030E+04   0.217327E+02   0.347365E+01   0.122333E+07   0.413132E+03
   399   0.173522E+04   0.217181E+02   0.154478E+01   0.121937E+07   0.408025E+03
   400   0.173057E+04   0.216995E+02  -0.375217E+00   0.121542E+07   0.402903E+03
   401   0.172633E+04   0.216769E+02  -0.228558E+01   0.121148E+07   0.397764E+03
   402   0.172251E+04   0.216502E+02  -0.418554E+01   0.120757E+07   0.392610E+03
   403   0.171911E+04   0.216196E+02  -0.607432E+01   0.120367E+07   0.387442E+03
   404   0.171613E+04   0.215850E+02  -0.795114E+01   0.119979E+07   0.382263E+03
   405   0.171354E+04   0.215464E+02  -0.981524E+01   0.119593E+07   0.377074E+03
   406   0.171136E+04   0.215039E+02  -0.116659E+02   0.119208E+07   0.371878E+03
   407   0.170958E+04   0.214575E+02  -0.135023E+02   0.118825E+07   0.366676E+03
   408   0.170819E+04   0.214071E+02  -0.153236E+02   0.118444E+07   0.361470E+03
   409   0.170718E+04   0.213528E+02  -0.171292E+02   0.118064E+07   0.356263E+03
   410   0.170657E+04   0.212947E+02  -0.189182E+02   0.117687E+07   0.351055E+03
   411   0.170632E+04   0.212328E+02  -0.206900E+02   0.117310E+07   0.345850E+03
   412   0.170644E+04   0.211671E+02  -0.224439E+02   0.116936E+07   0.340649E+03
   413   0.170694E+04   0.210975E+02  -0.241794E+02   0.116563E+07   0.335453E+03
   414   0.170781E+04   0.210243E+02  -0.258956E+02   0.116192E+07   0.330266E+03
   415   0.170902E+04   0.209474E+02  -0.275921E+02   0.115822E+07   0.325089E+03
   416   0.171060E+04   0.208668E+02  -0.292682E+02   0.115454E+07   0.319923E+03
   417   0.171252E+04   0.207826E+02  -0.309231E+02   0.115088E+07   0.314771E+03
   418   0.171479E+04   0.206949E+02  -0.325563E+02   0.114723E+07   0.309635E+03
   419   0.171739E+04   0.206036E+02  -0.341671E+02   0.114360E+07   0.304517E+03
   420   0.172033E+04   0.205087E+02  -0.357548E+02   0.113998E+07   0.299418E+03
   421   0.172361E+04   0.204104E+02  -0.373188E+02   0.113638E+07   0.294340E+03
   422   0.172720E+04   0.203086E+02  -0.388583E+02   0.113280E+07   0.289287E+03
   423   0.173112E+04   0.202033E+02  -0.403728E+02   0.112923E+07   0.284258E+03
   424   0.173535E+04   0.200947E+02  -0.418617E+02   0.112568E+07   0.279257E+03
   425   0.173988E+04   0.199828E+02  -0.433243E+02   0.112215E+07   0.274286E+03
   426   0.174472E+04   0.198675E+02  -0.447604E+02   0.111862E+07   0.269345E+03
   427   0.174984E+04   0.197492E+02  -0.461695E+02   0.111512E+07   0.264438E+03
   428   0.175526E+04   0.196278E+02  -0.475511E+02   0.111163E+07   0.259566E+03
   429   0.176095E+04   0.195033E+02  -0.489048E+02   0.110816E+07   0.254731E+03
   430   0.176691E+04   0.193759E+02  -0.502301E+02   0.110470E+07   0.249936E+03
   431   0.177313E+04   0.192457E+02  -0.515266E+02   0.110125E+07   0.245181E+03
   432   0.177960E+04   0.191128E+02  -0.527940E+02   0.109782E+07   0.240469E+03
   433   0.178634E+04   0.189770E+02  -0.540315E+02   0.109441E+07   0.235802E+03
   434   0.179331E+04   0.188387E+02  -0.552390E+02   0.109101E+07   0.231182E+03
   435   0.180053E+04   0.186977E+02  -0.564158E+02   0.108763E+07   0.226611E+03
   436   0.180799E+04   0.185541E+02  -0.575616E+02   0.108426E+07   0.222091E+03
   437   0.181568E+04   0.184081E+02  -0.586759E+02   0.108090E+07   0.217623E+03
   438   0.182359E+04   0.182596E+02  -0.597583E+02   0.107756E+07   0.213210E+03
   439   0.183172E+04   0.181088E+02  -0.608083E+02   0.107424E+07   0.208853E+03
   440   0.184006E+04   0.179557E+02  -0.618257E+02   0.107093E+07   0.204555E+03
   441   0.184860E+04   0.178004E+02  -0.628102E+02   0.106763E+07   0.200317E+03
   442   0.185733E+04   0.176430E+02  -0.637614E+02   0.106435E+07   0.196142E+03
   443   0.186624E+04   0.174835E+02  -0.646789E+02   0.106108E+07   0.192031E+03
   444   0.187533E+04   0.173222E+02  -0.655625E+02   0.105783E+07   0.187986E+03
   445   0.188457E+04   0.171589E+02  -0.664119E+02   0.105459E+07   0.184010E+03
   446   0.189398E+04   0.169939E+02  -0.672267E+02   0.105136E+07   0.180104E+03
   447   0.190353E+04   0.168271E+02  -0.680071E+02   0.104815E+07   0.176270E+03
   448   0.191324E+04   0.166589E+02  -0.687527E+02   0.104495E+07   0.172510E+03
   449   0.192309E+04   0.164891E+02  -0.694634E+02   0.104177E+07   0.168826E+03
   450   0.193307E+04   0.163179E+02  -0.701392E+02   0.103860E+07   0.165220E+03
   451   0.194319E+04   0.161453E+02  -0.707799E+02   0.103544E+07   0.161694E+03
   452   0.195344E+04   0.159716E+02  -0.713853E+02   0.103230E+07   0.158246E+03
   453   0.196381E+04   0.157967E+02  -0.719552E+02   0.102917E+07   0.154876E+03
   454   0.197428E+04   0.156208E+02  -0.724894E+02   0.102606E+07   0.151584E+03
   455   0.198485E+04   0.154439E+02  -0.729878E+02   0.102296E+07   0.148367E+03
   456   0.199552E+04   0.152661E+02  -0.734501E+02   0.101987E+07   0.145225E+03
   457   0.200626E+04   0.150875E+02  -0.738762E+02   0.101679E+07   0.142157E+03
   458   0.201707E+04   0.149082E+02  -0.742657E+02   0.101373E+07   0.139163E+03
   459   0.202793E+04   0.147283E+02  -0.746189E+02   0.101068E+07   0.136240E+03
   460   0.203886E+04   0.145480E+02  -0.749356E+02   0.100764E+07   0.133388E+03
   461   0.204983E+04   0.143671E+02  -0.752152E+02   0.100462E+07   0.130606E+03
   462   0.206085E+04   0.141861E+02  -0.754600E+02   0.100161E+07   0.127893E+03
   463   0.207191E+04   0.140049E+02  -0.756684E+02   0.998614E+06   0.125248E+03
   464   0.208301E+04   0.138236E+02  -0.758411E+02   0.995630E+06   0.122671E+03
   465   0.209414E+04   0.136424E+02  -0.759782E+02   0.992658E+06   0.120159E+03
   466   0.210531E+04   0.134614E+02  -0.760804E+02   0.989700E+06   0.117712E+03
   467   0.211650E+04   0.132806E+02  -0.761470E+02   0.986754E+06   0.115330E+03
   468   0.212770E+04   0.131002E+02  -0.761786E+02   0.983820E+06   0.113010E+03
   469   0.213890E+04   0.129203E+02  -0.761754E+02   0.980899E+06   0.110753E+03
   470   0.215010E+04   0.127409E+02  -0.761373E+02   0.977991E+06   0.108556E+03
   471   0.216127E+04   0.125621E+02  -0.760635E+02   0.975095E+06   0.106420E+03
   472   0.217243E+04   0.123842E+02  -0.759556E+02   0.972211E+06   0.104343E+03
   473   0.218354E+04   0.122071E+02  -0.758120E+02   0.969340E+06   0.102324E+03
   474   0.219462E+04   0.120309E+02  -0.756350E+02   0.966480E+06   0.100362E+03
   475   0.220565E+04   0.118557E+02  -0.754231E+02   0.963633E+06   0.984564E+02
   476   0.221664E+04   0.116818E+02  -0.751771E+02   0.960798E+06   0.966058E+02
   477   0.222757E+04   0.115091E+02  -0.748976E+02   0.957975E+06   0.948093E+02
   478   0.223845E+04   0.113378E+02  -0.745847E+02   0.955164E+06   0.930660E+02
   479   0.224928E+04   0.111679E+02  -0.742394E+02   0.952365E+06   0.913749E+02
   480   0.226003E+04   0.109997E+02  -0.738611E+02   0.949577E+06   0.897350E+02
   481   0.227072E+04   0.108331E+02  -0.734506E+02   0.946802E+06   0.881452E+02
   482   0.228132E+04   0.106683E+02  -0.730082E+02   0.944038E+06   0.866047E+02
   483   0.229184E+04   0.105054E+02  -0.725341E+02   0.941285E+06   0.851124E+02
   484   0.230227E+04   0.103445E+02  -0.720289E+02   0.938544E+06   0.836672E+02
   485   0.231258E+04   0.101856E+02  -0.714927E+02   0.935815E+06   0.822683E+02
   486   0.232279E+04   0.100289E+02  -0.709261E+02   0.933097E+06   0.809147E+02
   487   0.233288E+04   0.987446E+01  -0.703294E+02   0.930391E+06   0.796053E+02
   488   0.234285E+04   0.972245E+01  -0.697029E+02   0.927696E+06   0.783391E+02
   489   0.235269E+04   0.957282E+01  -0.690474E+02   0.925012E+06   0.771152E+02
   490   0.236240E+04   0.942578E+01  -0.683631E+02   0.922339E+06   0.759326E+02
   491   0.237198E+04   0.928142E+01  -0.676508E+02   0.919677E+06   0.747903E+02
   492   0.238142E+04   0.913973E+01  -0.669107E+02   0.917027E+06   0.736872E+02
   493   0.239074E+04   0.900087E+01  -0.661436E+02   0.914387E+06   0.726225E+02
   494   0.239990E+04   0.886498E+01  -0.653497E+02   0.911758E+06   0.715951E+02
   495   0.240892E+04   0.873213E+01  -0.645298E+02   0.909141E+06   0.706040E+02
   496   0.241780E+04   0.860232E+01  -0.636843E+02   0.906534E+06   0.696482E+02
   497   0.242651E+04   0.847571E+01  -0.628137E+02   0.903937E+06   0.687267E+02
   498   0.243505E+04   0.835237E+01  -0.619186E+02   0.901352E+06   0.678386E+02
   499   0.244342E+04   0.823237E+01  -0.609996E+02   0.898777E+06   0.669829E+02
   500   0.245162E+04   0.811586E+01  -0.600571E+02   0.896212E+06   0.661585E+02
   501   0.245963E+04   0.800284E+01  -0.590918E+02   0.893658E+06   0.653646E+02
   502   0.246745E+04   0.789346E+01  -0.581042E+02   0.891114E+06   0.646008E+02
   503   0.247508E+04   0.778772E+01  -0.570951E+02   0.888581E+06   0.638667E+02
   504   0.248252E+04   0.768584E+01  -0.560652E+02   0.886058E+06   0.631621E+02
   505   0.248977E+04   0.758775E+01  -0.550151E+02   0.883546E+06   0.624866E+02
   506   0.249683E+04   0.749360E+01  -0.539456E+02   0.881044E+06   0.618400E+02
   507   0.250368E+04   0.740347E+01  -0.528572E+02   0.878551E+06   0.612220E+02
   508   0.251034E+04   0.731744E+01  -0.517508E+02   0.876070E+06   0.606322E+02
   509   0.251679E+04   0.723557E+01  -0.506270E+02   0.873598E+06   0.600703E+02
   510   0.252305E+04   0.715793E+01  -0.494865E+02   0.871136E+06   0.595360E+02
   511   0.252909E+04   0.708457E+01  -0.483299E+02   0.868685E+06   0.590291E+02
   512   0.253493E+04   0.701556E+01  -0.471580E+02   0.866243E+06   0.585491E+02
   513   0.254055E+04   0.695097E+01  -0.459715E+02   0.863812E+06   0.580959E+02
   514   0.254596E+04   0.689085E+01  -0.447711E+02   0.861390E+06   0.576691E+02
   515   0.255115E+04   0.683527E+01  -0.435574E+02   0.858978E+06   0.572684E+02
   516   0.255613E+04   0.678429E+01  -0.423313E+02   0.856576E+06   0.568935E+02
   517   0.256089E+04   0.673795E+01  -0.410933E+02   0.854184E+06   0.565441E+02
   518   0.256541E+04   0.669631E+01  -0.398444E+02   0.851802E+06   0.562199E+02
   519   0.256971E+04   0.665943E+01  -0.385852E+02   0.849430E+06   0.559206E+02
   520   0.257378E+04   0.662736E+01  -0.373163E+02   0.847067E+06   0.556458E+02
   521   0.257761E+04   0.660016E+01  -0.360387E+02   0.844714E+06   0.553953E+02
   522   0.258121E+04   0.657786E+01  -0.347530E+02   0.842370E+06   0.551688E+02
   523   0.258456E+04   0.656052E+01  -0.334600E+02   0.840036E+06   0.549659E+02
   524   0.258768E+04   0.654816E+01  -0.321603E+02   0.837712E+06   0.547864E+02
   525   0.259055E+04   0.654082E+01  -0.308548E+02   0.835397E+06   0.546299E+02
   526   0.259320E+04   0.653854E+01  -0.295442E+02   0.833091E+06   0.544962E+02
   527   0.259561E+04   0.654134E+01  -0.282292E+02   0.830795E+06   0.543849E+02
   528   0.259778E+04   0.654927E+01  -0.269106E+02   0.828508E+06   0.542958E+02
   529   0.259971E+04   0.656235E+01  -0.255890E+02   0.826231E+06   0.542285E+02
   530   0.260141E+04   0.658059E+01  -0.242654E+02   0.823963E+06   0.541827E+02
   531   0.260286E+04   0.660405E+01  -0.229404E+02   0.821704E+06   0.541582E+02
   532   0.260409E+04   0.663272E+01  -0.216151E+02   0.819454E+06   0.541545E+02
   533   0.260508E+04   0.666663E+01  -0.202900E+02   0.817214E+06   0.541715E+02
   534   0.260582E+04   0.670579E+01  -0.189661E+02   0.814983E+06   0.542088E+02
   535   0.260633E+04   0.675025E+01  -0.176440E+02   0.812760E+06   0.542660E+02
   536   0.260660E+04   0.680000E+01  -0.163248E+02   0.810547E+06   0.543430E+02
   537   0.260664E+04   0.685506E+01  -0.150090E+02   0.808343E+06   0.544393E+02
   538   0.260644E+04   0.691543E+01  -0.136974E+02   0.806148E+06   0.545548E+02
   539   0.260601E+04   0.698112E+01  -0.123908E+02   0.803961E+06   0.546890E+02
   540   0.260533E+04   0.705213E+01  -0.110900E+02   0.801784E+06   0.548417E+02
   541   0.260443E+04   0.712847E+01  -0.979564E+01   0.799615E+06   0.550126E+02
   542   0.260330E+04   0.721013E+01  -0.850855E+01   0.797455E+06   0.552013E+02
   543   0.260194E+04   0.729713E+01  -0.722944E+01   0.795304E+06   0.554076E+02
   544   0.260035E+04   0.738945E+01  -0.595904E+01   0.793162E+06   0.556311E+02
   545   0.259853E+04   0.748707E+01  -0.469803E+01   0.791028E+06   0.558716E+02
   546   0.259649E+04   0.758999E+01  -0.344710E+01   0.788903E+06   0.561287E+02
   547   0.259422E+04   0.769818E+01  -0.220696E+01   0.786787E+06   0.564022E+02
   548   0.259174E+04   0.781158E+01  -0.978294E+00   0.784679E+06   0.566917E+02
   549   0.258902E+04   0.793033E+01   0.238192E+00   0.782579E+06   0.569970E+02
   550   0.258609E+04   0.805420E+01   0.144181E+01   0.780488E+06   0.573176E+02
