#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  7848   0.369817E-02  -0.487471E-04   0.584564E-08  -0.487471E-04   0.290379E-04   0.465068E-11   0.584564E-08   0.465068E-11   0.243140E-09
  7849   0.369737E-02  -0.485321E-04   0.583949E-08  -0.485321E-04   0.289695E-04   0.464501E-11   0.583949E-08   0.464501E-11   0.243090E-09
  7850   0.369657E-02  -0.483168E-04   0.583334E-08  -0.483168E-04   0.289012E-04   0.463932E-11   0.583334E-08   0.463932E-11   0.243040E-09
  7851   0.369577E-02  -0.481012E-04   0.582720E-08  -0.481012E-04   0.288328E-04   0.463364E-11   0.582720E-08   0.463364E-11   0.242991E-09
  7852   0.369497E-02  -0.478854E-04   0.582105E-08  -0.478854E-04   0.287643E-04   0.462794E-11   0.582105E-08   0.462794E-11   0.242941E-09
  7853   0.369418E-02  -0.476694E-04   0.581491E-08  -0.476694E-04   0.286958E-04   0.462225E-11   0.581491E-08   0.462225E-11   0.242891E-09
  7854   0.369339E-02  -0.474531E-04   0.580877E-08  -0.474531E-04   0.286272E-04   0.461655E-11   0.580877E-08   0.461655E-11   0.242841E-09
  7855   0.369261E-02  -0.472366E-04   0.580263E-08  -0.472366E-04   0.285586E-04   0.461085E-11   0.580263E-08   0.461085E-11   0.242792E-09
  7856   0.369183E-02  -0.470198E-04   0.579650E-08  -0.470198E-04   0.284900E-04   0.460514E-11   0.579650E-08   0.460514E-11   0.242742E-09
  7857   0.369105E-02  -0.468028E-04   0.579036E-08  -0.468028E-04   0.284213E-04   0.459943E-11   0.579036E-08   0.459943E-11   0.242692E-09
  7858   0.369028E-02  -0.465855E-04   0.578423E-08  -0.465855E-04   0.283526E-04   0.459371E-11   0.578423E-08   0.459371E-11   0.242643E-09
  7859   0.368951E-02  -0.463681E-04   0.577810E-08  -0.463681E-04   0.282838E-04   0.458799E-11   0.577810E-08   0.458799E-11   0.242593E-09
  7860   0.368874E-02  -0.461504E-04   0.577198E-08  -0.461504E-04   0.282150E-04   0.458227E-11   0.577198E-08   0.458227E-11   0.242544E-09
  7861   0.368798E-02  -0.459324E-04   0.576586E-08  -0.459324E-04   0.281462E-04   0.457654E-11   0.576586E-08   0.457654E-11   0.242494E-09
  7862   0.368722E-02  -0.457143E-04   0.575973E-08  -0.457143E-04   0.280773E-04   0.457081E-11   0.575973E-08   0.457081E-11   0.242444E-09
  7863   0.368647E-02  -0.454959E-04   0.575362E-08  -0.454959E-04   0.280084E-04   0.456508E-11   0.575362E-08   0.456508E-11   0.242395E-09
  7864   0.368571E-02  -0.452772E-04   0.574750E-08  -0.452772E-04   0.279394E-04   0.455934E-11   0.574750E-08   0.455934E-11   0.242345E-09
  7865   0.368497E-02  -0.450584E-04   0.574139E-08  -0.450584E-04   0.278704E-04   0.455360E-11   0.574139E-08   0.455360E-11   0.242296E-09
  7866   0.368422E-02  -0.448393E-04   0.573527E-08  -0.448393E-04   0.278014E-04   0.454785E-11   0.573527E-08   0.454785E-11   0.242246E-09
  7867   0.368348E-02  -0.446200E-04   0.572917E-08  -0.446200E-04   0.277323E-04   0.454210E-11   0.572917E-08   0.454210E-11   0.242197E-09
  7868   0.368275E-02  -0.444005E-04   0.572306E-08  -0.444005E-04   0.276632E-04   0.453635E-11   0.572306E-08   0.453635E-11   0.242147E-09
  7869   0.368201E-02  -0.441808E-04   0.571696E-08  -0.441808E-04   0.275940E-04   0.453059E-11   0.571696E-08   0.453059E-11   0.242098E-09
  7870   0.368128E-02  -0.439608E-04   0.571085E-08  -0.439608E-04   0.275248E-04   0.452483E-11   0.571085E-08   0.452483E-11   0.242048E-09
  7871   0.368056E-02  -0.437406E-04   0.570475E-08  -0.437406E-04   0.274556E-04   0.451907E-11   0.570475E-08   0.451907E-11   0.241999E-09
  7872   0.367983E-02  -0.435203E-04   0.569866E-08  -0.435203E-04   0.273863E-04   0.451330E-11   0.569866E-08   0.451330E-11   0.241949E-09
  7873   0.367911E-02  -0.432997E-04   0.569256E-08  -0.432997E-04   0.273170E-04   0.450753E-11   0.569256E-08   0.450753E-11   0.241900E-09
  7874   0.367840E-02  -0.430789E-04   0.568647E-08  -0.430789E-04   0.272476E-04   0.450176E-11   0.568647E-08   0.450176E-11   0.241850E-09
  7875   0.367768E-02  -0.428579E-04   0.568038E-08  -0.428579E-04   0.271783E-04   0.449598E-11   0.568038E-08   0.449598E-11   0.241801E-09
  7876   0.367697E-02  -0.426366E-04   0.567430E-08  -0.426366E-04   0.271089E-04   0.449020E-11   0.567430E-08   0.449020E-11   0.241752E-09
  7877   0.367627E-02  -0.424152E-04   0.566821E-08  -0.424152E-04   0.270394E-04   0.448441E-11   0.566821E-08   0.448441E-11   0.241702E-09
  7878   0.367557E-02  -0.421936E-04   0.566213E-08  -0.421936E-04   0.269699E-04   0.447863E-11   0.566213E-08   0.447863E-11   0.241653E-09
  7879   0.367487E-02  -0.419717E-04   0.565605E-08  -0.419717E-04   0.269004E-04   0.447283E-11   0.565605E-08   0.447283E-11   0.241604E-09
  7880   0.367417E-02  -0.417497E-04   0.564998E-08  -0.417497E-04   0.268309E-04   0.446704E-11   0.564998E-08   0.446704E-11   0.241554E-09
  7881   0.367348E-02  -0.415275E-04   0.564390E-08  -0.415275E-04   0.267613E-04   0.446124E-11   0.564390E-08   0.446124E-11   0.241505E-09
  7882   0.367279E-02  -0.413050E-04   0.563783E-08  -0.413050E-04   0.266917E-04   0.445544E-11   0.563783E-08   0.445544E-11   0.241456E-09
  7883   0.367210E-02  -0.410824E-04   0.563176E-08  -0.410824E-04   0.266220E-04   0.444964E-11   0.563176E-08   0.444964E-11   0.241407E-09
  7884   0.367142E-02  -0.408596E-04   0.562569E-08  -0.408596E-04   0.265523E-04   0.444383E-11   0.562569E-08   0.444383E-11   0.241357E-09
  7885   0.367074E-02  -0.406366E-04   0.561963E-08  -0.406366E-04   0.264826E-04   0.443802E-11   0.561963E-08   0.443802E-11   0.241308E-09
  7886   0.367007E-02  -0.404133E-04   0.561357E-08  -0.404133E-04   0.264129E-04   0.443221E-11   0.561357E-08   0.443221E-11   0.241259E-09
  7887   0.366939E-02  -0.401899E-04   0.560751E-08  -0.401899E-04   0.263431E-04   0.442639E-11   0.560751E-08   0.442639E-11   0.241210E-09
  7888   0.366873E-02  -0.399664E-04   0.560145E-08  -0.399664E-04   0.262733E-04   0.442057E-11   0.560145E-08   0.442057E-11   0.241161E-09
  7889   0.366806E-02  -0.397426E-04   0.559540E-08  -0.397426E-04   0.262034E-04   0.441475E-11   0.559540E-08   0.441475E-11   0.241111E-09
  7890   0.366740E-02  -0.395186E-04   0.558935E-08  -0.395186E-04   0.261336E-04   0.440892E-11   0.558935E-08   0.440892E-11   0.241062E-09
  7891   0.366674E-02  -0.392945E-04   0.558330E-08  -0.392945E-04   0.260637E-04   0.440309E-11   0.558330E-08   0.440309E-11   0.241013E-09
  7892   0.366608E-02  -0.390701E-04   0.557725E-08  -0.390701E-04   0.259937E-04   0.439726E-11   0.557725E-08   0.439726E-11   0.240964E-09
  7893   0.366543E-02  -0.388456E-04   0.557121E-08  -0.388456E-04   0.259238E-04   0.439143E-11   0.557121E-08   0.439143E-11   0.240915E-09
  7894   0.366478E-02  -0.386209E-04   0.556517E-08  -0.386209E-04   0.258538E-04   0.438559E-11   0.556517E-08   0.438559E-11   0.240866E-09
  7895   0.366413E-02  -0.383961E-04   0.555913E-08  -0.383961E-04   0.257838E-04   0.437975E-11   0.555913E-08   0.437975E-11   0.240817E-09
  7896   0.366349E-02  -0.381710E-04   0.555310E-08  -0.381710E-04   0.257137E-04   0.437390E-11   0.555310E-08   0.437390E-11   0.240768E-09
  7897   0.366285E-02  -0.379458E-04   0.554706E-08  -0.379458E-04   0.256437E-04   0.436806E-11   0.554706E-08   0.436806E-11   0.240719E-09
  7898   0.366221E-02  -0.377204E-04   0.554103E-08  -0.377204E-04   0.255736E-04   0.436221E-11   0.554103E-08   0.436221E-11   0.240670E-09
  7899   0.366158E-02  -0.374949E-04   0.553501E-08  -0.374949E-04   0.255034E-04   0.435636E-11   0.553501E-08   0.435636E-11   0.240621E-09
  7900   0.366094E-02  -0.372691E-04   0.552898E-08  -0.372691E-04   0.254333E-04   0.435050E-11   0.552898E-08   0.435050E-11   0.240572E-09
  7901   0.366032E-02  -0.370432E-04   0.552296E-08  -0.370432E-04   0.253631E-04   0.434465E-11   0.552296E-08   0.434465E-11   0.240523E-09
  7902   0.365969E-02  -0.368172E-04   0.551694E-08  -0.368172E-04   0.252929E-04   0.433879E-11   0.551694E-08   0.433879E-11   0.240474E-09
  7903   0.365907E-02  -0.365909E-04   0.551092E-08  -0.365909E-04   0.252227E-04   0.433292E-11   0.551092E-08   0.433292E-11   0.240425E-09
  7904   0.365845E-02  -0.363645E-04   0.550491E-08  -0.363645E-04   0.251524E-04   0.432706E-11   0.550491E-08   0.432706E-11   0.240376E-09
  7905   0.365784E-02  -0.361380E-04   0.549890E-08  -0.361380E-04   0.250821E-04   0.432119E-11   0.549890E-08   0.432119E-11   0.240327E-09
  7906   0.365722E-02  -0.359112E-04   0.549289E-08  -0.359112E-04   0.250118E-04   0.431532E-11   0.549289E-08   0.431532E-11   0.240278E-09
  7907   0.365661E-02  -0.356844E-04   0.548688E-08  -0.356844E-04   0.249415E-04   0.430945E-11   0.548688E-08   0.430945E-11   0.240229E-09
  7908   0.365601E-02  -0.354573E-04   0.548088E-08  -0.354573E-04   0.248712E-04   0.430357E-11   0.548088E-08   0.430357E-11   0.240180E-09
  7909   0.365540E-02  -0.352301E-04   0.547488E-08  -0.352301E-04   0.248008E-04   0.429770E-11   0.547488E-08   0.429770E-11   0.240132E-09
  7910   0.365480E-02  -0.350028E-04   0.546888E-08  -0.350028E-04   0.247304E-04   0.429182E-11   0.546888E-08   0.429182E-11   0.240083E-09
  7911   0.365420E-02  -0.347753E-04   0.546289E-08  -0.347753E-04   0.246600E-04   0.428593E-11   0.546289E-08   0.428593E-11   0.240034E-09
  7912   0.365361E-02  -0.345477E-04   0.545689E-08  -0.345477E-04   0.245895E-04   0.428005E-11   0.545689E-08   0.428005E-11   0.239985E-09
  7913   0.365302E-02  -0.343199E-04   0.545090E-08  -0.343199E-04   0.245191E-04   0.427416E-11   0.545090E-08   0.427416E-11   0.239936E-09
  7914   0.365243E-02  -0.340919E-04   0.544492E-08  -0.340919E-04   0.244486E-04   0.426827E-11   0.544492E-08   0.426827E-11   0.239888E-09
  7915   0.365184E-02  -0.338638E-04   0.543893E-08  -0.338638E-04   0.243781E-04   0.426238E-11   0.543893E-08   0.426238E-11   0.239839E-09
  7916   0.365126E-02  -0.336356E-04   0.543295E-08  -0.336356E-04   0.243076E-04   0.425649E-11   0.543295E-08   0.425649E-11   0.239790E-09
  7917   0.365068E-02  -0.334072E-04   0.542697E-08  -0.334072E-04   0.242370E-04   0.425059E-11   0.542697E-08   0.425059E-11   0.239741E-09
  7918   0.365010E-02  -0.331787E-04   0.542100E-08  -0.331787E-04   0.241665E-04   0.424469E-11   0.542100E-08   0.424469E-11   0.239693E-09
  7919   0.364953E-02  -0.329500E-04   0.541502E-08  -0.329500E-04   0.240959E-04   0.423879E-11   0.541502E-08   0.423879E-11   0.239644E-09
  7920   0.364895E-02  -0.327212E-04   0.540905E-08  -0.327212E-04   0.240253E-04   0.423289E-11   0.540905E-08   0.423289E-11   0.239595E-09
  7921   0.364838E-02  -0.324923E-04   0.540308E-08  -0.324923E-04   0.239546E-04   0.422698E-11   0.540308E-08   0.422698E-11   0.239547E-09
  7922   0.364782E-02  -0.322632E-04   0.539712E-08  -0.322632E-04   0.238840E-04   0.422108E-11   0.539712E-08   0.422108E-11   0.239498E-09
  7923   0.364725E-02  -0.320340E-04   0.539116E-08  -0.320340E-04   0.238133E-04   0.421517E-11   0.539116E-08   0.421517E-11   0.239450E-09
  7924   0.364669E-02  -0.318047E-04   0.538520E-08  -0.318047E-04   0.237427E-04   0.420926E-11   0.538520E-08   0.420926E-11   0.239401E-09
  7925   0.364614E-02  -0.315752E-04   0.537924E-08  -0.315752E-04   0.236720E-04   0.420334E-11   0.537924E-08   0.420334E-11   0.239352E-09
  7926   0.364558E-02  -0.313456E-04   0.537329E-08  -0.313456E-04   0.236013E-04   0.419743E-11   0.537329E-08   0.419743E-11   0.239304E-09
  7927   0.364503E-02  -0.311159E-04   0.536734E-08  -0.311159E-04   0.235305E-04   0.419151E-11   0.536734E-08   0.419151E-11   0.239255E-09
  7928   0.364448E-02  -0.308861E-04   0.536139E-08  -0.308861E-04   0.234598E-04   0.418559E-11   0.536139E-08   0.418559E-11   0.239207E-09
  7929   0.364393E-02  -0.306561E-04   0.535545E-08  -0.306561E-04   0.233890E-04   0.417967E-11   0.535545E-08   0.417967E-11   0.239158E-09
  7930   0.364339E-02  -0.304260E-04   0.534950E-08  -0.304260E-04   0.233183E-04   0.417375E-11   0.534950E-08   0.417375E-11   0.239110E-09
  7931   0.364284E-02  -0.301958E-04   0.534356E-08  -0.301958E-04   0.232475E-04   0.416783E-11   0.534356E-08   0.416783E-11   0.239061E-09
  7932   0.364231E-02  -0.299654E-04   0.533763E-08  -0.299654E-04   0.231767E-04   0.416190E-11   0.533763E-08   0.416190E-11   0.239013E-09
  7933   0.364177E-02  -0.297350E-04   0.533170E-08  -0.297350E-04   0.231059E-04   0.415597E-11   0.533170E-08   0.415597E-11   0.238964E-09
  7934   0.364124E-02  -0.295044E-04   0.532576E-08  -0.295044E-04   0.230350E-04   0.415004E-11   0.532576E-08   0.415004E-11   0.238916E-09
  7935   0.364070E-02  -0.292737E-04   0.531984E-08  -0.292737E-04   0.229642E-04   0.414411E-11   0.531984E-08   0.414411E-11   0.238867E-09
  7936   0.364018E-02  -0.290429E-04   0.531391E-08  -0.290429E-04   0.228933E-04   0.413818E-11   0.531391E-08   0.413818E-11   0.238819E-09
  7937   0.363965E-02  -0.288120E-04   0.530799E-08  -0.288120E-04   0.228225E-04   0.413224E-11   0.530799E-08   0.413224E-11   0.238771E-09
  7938   0.363913E-02  -0.285810E-04   0.530207E-08  -0.285810E-04   0.227516E-04   0.412631E-11   0.530207E-08   0.412631E-11   0.238722E-09
  7939   0.363861E-02  -0.283499E-04   0.529616E-08  -0.283499E-04   0.226807E-04   0.412037E-11   0.529616E-08   0.412037E-11   0.238674E-09
  7940   0.363809E-02  -0.281187E-04   0.529024E-08  -0.281187E-04   0.226098E-04   0.411443E-11   0.529024E-08   0.411443E-11   0.238625E-09
  7941   0.363757E-02  -0.278873E-04   0.528433E-08  -0.278873E-04   0.225389E-04   0.410849E-11   0.528433E-08   0.410849E-11   0.238577E-09
  7942   0.363706E-02  -0.276559E-04   0.527842E-08  -0.276559E-04   0.224679E-04   0.410255E-11   0.527842E-08   0.410255E-11   0.238529E-09
  7943   0.363655E-02  -0.274243E-04   0.527252E-08  -0.274243E-04   0.223970E-04   0.409660E-11   0.527252E-08   0.409660E-11   0.238480E-09
  7944   0.363604E-02  -0.271927E-04   0.526662E-08  -0.271927E-04   0.223260E-04   0.409066E-11   0.526662E-08   0.409066E-11   0.238432E-09
  7945   0.363553E-02  -0.269610E-04   0.526072E-08  -0.269610E-04   0.222551E-04   0.408471E-11   0.526072E-08   0.408471E-11   0.238384E-09
  7946   0.363503E-02  -0.267291E-04   0.525483E-08  -0.267291E-04   0.221841E-04   0.407876E-11   0.525483E-08   0.407876E-11   0.238336E-09
  7947   0.363453E-02  -0.264972E-04   0.524893E-08  -0.264972E-04   0.221131E-04   0.407281E-11   0.524893E-08   0.407281E-11   0.238287E-09
  7948   0.363403E-02  -0.262652E-04   0.524304E-08  -0.262652E-04   0.220421E-04   0.406686E-11   0.524304E-08   0.406686E-11   0.238239E-09
  7949   0.363354E-02  -0.260330E-04   0.523716E-08  -0.260330E-04   0.219711E-04   0.406091E-11   0.523716E-08   0.406091E-11   0.238191E-09
  7950   0.363304E-02  -0.258008E-04   0.523127E-08  -0.258008E-04   0.219001E-04   0.405495E-11   0.523127E-08   0.405495E-11   0.238143E-09
  7951   0.363255E-02  -0.255685E-04   0.522539E-08  -0.255685E-04   0.218291E-04   0.404900E-11   0.522539E-08   0.404900E-11   0.238095E-09
  7952   0.363206E-02  -0.253361E-04   0.521952E-08  -0.253361E-04   0.217581E-04   0.404304E-11   0.521952E-08   0.404304E-11   0.238046E-09
  7953   0.363158E-02  -0.251036E-04   0.521364E-08  -0.251036E-04   0.216871E-04   0.403709E-11   0.521364E-08   0.403709E-11   0.237998E-09
  7954   0.363109E-02  -0.248711E-04   0.520777E-08  -0.248711E-04   0.216160E-04   0.403113E-11   0.520777E-08   0.403113E-11   0.237950E-09
  7955   0.363061E-02  -0.246384E-04   0.520190E-08  -0.246384E-04   0.215450E-04   0.402517E-11   0.520190E-08   0.402517E-11   0.237902E-09
  7956   0.363013E-02  -0.244057E-04   0.519604E-08  -0.244057E-04   0.214740E-04   0.401921E-11   0.519604E-08   0.401921E-11   0.237854E-09
  7957   0.362965E-02  -0.241729E-04   0.519017E-08  -0.241729E-04   0.214029E-04   0.401325E-11   0.519017E-08   0.401325E-11   0.237806E-09
  7958   0.362918E-02  -0.239400E-04   0.518432E-08  -0.239400E-04   0.213319E-04   0.400728E-11   0.518432E-08   0.400728E-11   0.237758E-09
  7959   0.362871E-02  -0.237071E-04   0.517846E-08  -0.237071E-04   0.212608E-04   0.400132E-11   0.517846E-08   0.400132E-11   0.237710E-09
  7960   0.362824E-02  -0.234740E-04   0.517261E-08  -0.234740E-04   0.211897E-04   0.399535E-11   0.517261E-08   0.399535E-11   0.237662E-09
  7961   0.362777E-02  -0.232409E-04   0.516676E-08  -0.232409E-04   0.211187E-04   0.398939E-11   0.516676E-08   0.398939E-11   0.237614E-09
  7962   0.362730E-02  -0.230077E-04   0.516091E-08  -0.230077E-04   0.210476E-04   0.398342E-11   0.516091E-08   0.398342E-11   0.237566E-09
  7963   0.362684E-02  -0.227745E-04   0.515507E-08  -0.227745E-04   0.209765E-04   0.397745E-11   0.515507E-08   0.397745E-11   0.237518E-09
  7964   0.362638E-02  -0.225412E-04   0.514922E-08  -0.225412E-04   0.209054E-04   0.397149E-11   0.514922E-08   0.397149E-11   0.237470E-09
  7965   0.362592E-02  -0.223078E-04   0.514339E-08  -0.223078E-04   0.208344E-04   0.396552E-11   0.514339E-08   0.396552E-11   0.237422E-09
  7966   0.362546E-02  -0.220743E-04   0.513755E-08  -0.220743E-04   0.207633E-04   0.395955E-11   0.513755E-08   0.395955E-11   0.237374E-09
  7967   0.362501E-02  -0.218408E-04   0.513172E-08  -0.218408E-04   0.206922E-04   0.395358E-11   0.513172E-08   0.395358E-11   0.237326E-09
  7968   0.362456E-02  -0.216072E-04   0.512589E-08  -0.216072E-04   0.206211E-04   0.394760E-11   0.512589E-08   0.394760E-11   0.237278E-09
  7969   0.362411E-02  -0.213736E-04   0.512007E-08  -0.213736E-04   0.205500E-04   0.394163E-11   0.512007E-08   0.394163E-11   0.237230E-09
  7970   0.362366E-02  -0.211399E-04   0.511425E-08  -0.211399E-04   0.204789E-04   0.393566E-11   0.511425E-08   0.393566E-11   0.237182E-09
  7971   0.362321E-02  -0.209061E-04   0.510843E-08  -0.209061E-04   0.204079E-04   0.392968E-11   0.510843E-08   0.392968E-11   0.237134E-09
  7972   0.362277E-02  -0.206723E-04   0.510261E-08  -0.206723E-04   0.203368E-04   0.392371E-11   0.510261E-08   0.392371E-11   0.237086E-09
  7973   0.362233E-02  -0.204385E-04   0.509680E-08  -0.204385E-04   0.202657E-04   0.391774E-11   0.509680E-08   0.391774E-11   0.237039E-09
  7974   0.362189E-02  -0.202045E-04   0.509099E-08  -0.202045E-04   0.201946E-04   0.391176E-11   0.509099E-08   0.391176E-11   0.236991E-09
  7975   0.362145E-02  -0.199706E-04   0.508518E-08  -0.199706E-04   0.201235E-04   0.390578E-11   0.508518E-08   0.390578E-11   0.236943E-09
  7976   0.362102E-02  -0.197365E-04   0.507938E-08  -0.197365E-04   0.200524E-04   0.389981E-11   0.507938E-08   0.389981E-11   0.236895E-09
  7977   0.362058E-02  -0.195025E-04   0.507358E-08  -0.195025E-04   0.199814E-04   0.389383E-11   0.507358E-08   0.389383E-11   0.236847E-09
  7978   0.362015E-02  -0.192683E-04   0.506778E-08  -0.192683E-04   0.199103E-04   0.388785E-11   0.506778E-08   0.388785E-11   0.236800E-09
  7979   0.361972E-02  -0.190342E-04   0.506199E-08  -0.190342E-04   0.198392E-04   0.388187E-11   0.506199E-08   0.388187E-11   0.236752E-09
  7980   0.361929E-02  -0.188000E-04   0.505620E-08  -0.188000E-04   0.197681E-04   0.387589E-11   0.505620E-08   0.387589E-11   0.236704E-09
  7981   0.361887E-02  -0.185657E-04   0.505041E-08  -0.185657E-04   0.196971E-04   0.386992E-11   0.505041E-08   0.386992E-11   0.236656E-09
  7982   0.361845E-02  -0.183314E-04   0.504463E-08  -0.183314E-04   0.196260E-04   0.386394E-11   0.504463E-08   0.386394E-11   0.236609E-09
  7983   0.361802E-02  -0.180971E-04   0.503885E-08  -0.180971E-04   0.195549E-04   0.385796E-11   0.503885E-08   0.385796E-11   0.236561E-09
  7984   0.361760E-02  -0.178627E-04   0.503307E-08  -0.178627E-04   0.194839E-04   0.385198E-11   0.503307E-08   0.385198E-11   0.236513E-09
  7985   0.361719E-02  -0.176283E-04   0.502730E-08  -0.176283E-04   0.194128E-04   0.384600E-11   0.502730E-08   0.384600E-11   0.236466E-09
  7986   0.361677E-02  -0.173939E-04   0.502152E-08  -0.173939E-04   0.193418E-04   0.384002E-11   0.502152E-08   0.384002E-11   0.236418E-09
  7987   0.361636E-02  -0.171594E-04   0.501576E-08  -0.171594E-04   0.192707E-04   0.383404E-11   0.501576E-08   0.383404E-11   0.236370E-09
  7988   0.361595E-02  -0.169249E-04   0.500999E-08  -0.169249E-04   0.191997E-04   0.382806E-11   0.500999E-08   0.382806E-11   0.236323E-09
  7989   0.361554E-02  -0.166904E-04   0.500423E-08  -0.166904E-04   0.191287E-04   0.382207E-11   0.500423E-08   0.382207E-11   0.236275E-09
  7990   0.361513E-02  -0.164558E-04   0.499847E-08  -0.164558E-04   0.190577E-04   0.381609E-11   0.499847E-08   0.381609E-11   0.236228E-09
  7991   0.361472E-02  -0.162213E-04   0.499272E-08  -0.162213E-04   0.189866E-04   0.381011E-11   0.499272E-08   0.381011E-11   0.236180E-09
  7992   0.361432E-02  -0.159867E-04   0.498697E-08  -0.159867E-04   0.189156E-04   0.380413E-11   0.498697E-08   0.380413E-11   0.236132E-09
  7993   0.361392E-02  -0.157520E-04   0.498122E-08  -0.157520E-04   0.188446E-04   0.379815E-11   0.498122E-08   0.379815E-11   0.236085E-09
  7994   0.361351E-02  -0.155174E-04   0.497547E-08  -0.155174E-04   0.187736E-04   0.379217E-11   0.497547E-08   0.379217E-11   0.236037E-09
  7995   0.361312E-02  -0.152827E-04   0.496973E-08  -0.152827E-04   0.187027E-04   0.378619E-11   0.496973E-08   0.378619E-11   0.235990E-09
  7996   0.361272E-02  -0.150480E-04   0.496399E-08  -0.150480E-04   0.186317E-04   0.378021E-11   0.496399E-08   0.378021E-11   0.235942E-09
  7997   0.361232E-02  -0.148133E-04   0.495826E-08  -0.148133E-04   0.185607E-04   0.377422E-11   0.495826E-08   0.377422E-11   0.235895E-09
  7998   0.361193E-02  -0.145786E-04   0.495253E-08  -0.145786E-04   0.184898E-04   0.376824E-11   0.495253E-08   0.376824E-11   0.235847E-09
  7999   0.361154E-02  -0.143438E-04   0.494680E-08  -0.143438E-04   0.184188E-04   0.376226E-11   0.494680E-08   0.376226E-11   0.235800E-09
  8000   0.361115E-02  -0.141091E-04   0.494107E-08  -0.141091E-04   0.183479E-04   0.375628E-11   0.494107E-08   0.375628E-11   0.235753E-09
  8001   0.361076E-02  -0.138743E-04   0.493535E-08  -0.138743E-04   0.182770E-04   0.375030E-11   0.493535E-08   0.375030E-11   0.235705E-09
  8002   0.361037E-02  -0.136396E-04   0.492963E-08  -0.136396E-04   0.182061E-04   0.374432E-11   0.492963E-08   0.374432E-11   0.235658E-09
  8003   0.360999E-02  -0.134048E-04   0.492392E-08  -0.134048E-04   0.181352E-04   0.373834E-11   0.492392E-08   0.373834E-11   0.235610E-09
  8004   0.360960E-02  -0.131700E-04   0.491821E-08  -0.131700E-04   0.180643E-04   0.373236E-11   0.491821E-08   0.373236E-11   0.235563E-09
  8005   0.360922E-02  -0.129352E-04   0.491250E-08  -0.129352E-04   0.179934E-04   0.372638E-11   0.491250E-08   0.372638E-11   0.235516E-09
  8006   0.360884E-02  -0.127004E-04   0.490680E-08  -0.127004E-04   0.179225E-04   0.372040E-11   0.490680E-08   0.372040E-11   0.235468E-09
  8007   0.360846E-02  -0.124656E-04   0.490109E-08  -0.124656E-04   0.178517E-04   0.371442E-11   0.490109E-08   0.371442E-11   0.235421E-09
  8008   0.360809E-02  -0.122309E-04   0.489540E-08  -0.122309E-04   0.177808E-04   0.370845E-11   0.489540E-08   0.370845E-11   0.235374E-09
  8009   0.360771E-02  -0.119961E-04   0.488970E-08  -0.119961E-04   0.177100E-04   0.370247E-11   0.488970E-08   0.370247E-11   0.235326E-09
  8010   0.360734E-02  -0.117613E-04   0.488401E-08  -0.117613E-04   0.176392E-04   0.369649E-11   0.488401E-08   0.369649E-11   0.235279E-09
  8011   0.360697E-02  -0.115265E-04   0.487832E-08  -0.115265E-04   0.175684E-04   0.369051E-11   0.487832E-08   0.369051E-11   0.235232E-09
  8012   0.360660E-02  -0.112917E-04   0.487264E-08  -0.112917E-04   0.174976E-04   0.368454E-11   0.487264E-08   0.368454E-11   0.235184E-09
  8013   0.360623E-02  -0.110570E-04   0.486696E-08  -0.110570E-04   0.174269E-04   0.367856E-11   0.486696E-08   0.367856E-11   0.235137E-09
  8014   0.360586E-02  -0.108222E-04   0.486128E-08  -0.108222E-04   0.173561E-04   0.367258E-11   0.486128E-08   0.367258E-11   0.235090E-09
  8015   0.360550E-02  -0.105875E-04   0.485561E-08  -0.105875E-04   0.172854E-04   0.366661E-11   0.485561E-08   0.366661E-11   0.235043E-09
  8016   0.360513E-02  -0.103528E-04   0.484994E-08  -0.103528E-04   0.172147E-04   0.366064E-11   0.484994E-08   0.366064E-11   0.234996E-09
  8017   0.360477E-02  -0.101181E-04   0.484427E-08  -0.101181E-04   0.171440E-04   0.365466E-11   0.484427E-08   0.365466E-11   0.234948E-09
  8018   0.360441E-02  -0.988336E-05   0.483861E-08  -0.988336E-05   0.170733E-04   0.364869E-11   0.483861E-08   0.364869E-11   0.234901E-09
  8019   0.360405E-02  -0.964868E-05   0.483295E-08  -0.964868E-05   0.170026E-04   0.364272E-11   0.483295E-08   0.364272E-11   0.234854E-09
  8020   0.360369E-02  -0.941403E-05   0.482729E-08  -0.941403E-05   0.169320E-04   0.363675E-11   0.482729E-08   0.363675E-11   0.234807E-09
  8021   0.360333E-02  -0.917939E-05   0.482164E-08  -0.917939E-05   0.168614E-04   0.363078E-11   0.482164E-08   0.363078E-11   0.234760E-09
  8022   0.360298E-02  -0.894477E-05   0.481599E-08  -0.894477E-05   0.167907E-04   0.362481E-11   0.481599E-08   0.362481E-11   0.234713E-09
  8023   0.360262E-02  -0.871018E-05   0.481034E-08  -0.871018E-05   0.167202E-04   0.361884E-11   0.481034E-08   0.361884E-11   0.234666E-09
  8024   0.360227E-02  -0.847562E-05   0.480470E-08  -0.847562E-05   0.166496E-04   0.361287E-11   0.480470E-08   0.361287E-11   0.234619E-09
  8025   0.360192E-02  -0.824108E-05   0.479906E-08  -0.824108E-05   0.165790E-04   0.360690E-11   0.479906E-08   0.360690E-11   0.234572E-09
