#    L    TT             EE             BB             TE          
  9028   0.241623E+00   0.265271E-02   0.221592E-02  -0.320127E-02
  9029   0.241106E+00   0.265171E-02   0.221553E-02  -0.320010E-02
  9030   0.241505E+00   0.265106E-02   0.221479E-02  -0.319893E-02
  9031   0.240987E+00   0.265006E-02   0.221440E-02  -0.319775E-02
  9032   0.241387E+00   0.264941E-02   0.221365E-02  -0.319658E-02
  9033   0.240869E+00   0.264840E-02   0.221327E-02  -0.319541E-02
  9034   0.241269E+00   0.264776E-02   0.221252E-02  -0.319424E-02
  9035   0.240751E+00   0.264675E-02   0.221214E-02  -0.319307E-02
  9036   0.241151E+00   0.264610E-02   0.221139E-02  -0.319189E-02
  9037   0.240633E+00   0.264509E-02   0.221100E-02  -0.319072E-02
  9038   0.241033E+00   0.264445E-02   0.221025E-02  -0.318955E-02
  9039   0.240515E+00   0.264343E-02   0.220987E-02  -0.318838E-02
  9040   0.240916E+00   0.264279E-02   0.220912E-02  -0.318721E-02
  9041   0.240397E+00   0.264177E-02   0.220873E-02  -0.318604E-02
  9042   0.240798E+00   0.264113E-02   0.220798E-02  -0.318487E-02
  9043   0.240279E+00   0.264011E-02   0.220760E-02  -0.318370E-02
  9044   0.240680E+00   0.263946E-02   0.220685E-02  -0.318253E-02
  9045   0.240161E+00   0.263845E-02   0.220646E-02  -0.318136E-02
  9046   0.240562E+00   0.263780E-02   0.220571E-02  -0.318019E-02
  9047   0.240043E+00   0.263678E-02   0.220532E-02  -0.317902E-02
  9048   0.240444E+00   0.263613E-02   0.220457E-02  -0.317785E-02
  9049   0.239925E+00   0.263511E-02   0.220419E-02  -0.317669E-02
  9050   0.240326E+00   0.263446E-02   0.220343E-02  -0.317552E-02
  9051   0.239807E+00   0.263344E-02   0.220305E-02  -0.317435E-02
  9052   0.240209E+00   0.263279E-02   0.220229E-02  -0.317319E-02
  9053   0.239689E+00   0.263177E-02   0.220191E-02  -0.317203E-02
  9054   0.240091E+00   0.263112E-02   0.220115E-02  -0.317086E-02
  9055   0.239571E+00   0.263010E-02   0.220077E-02  -0.316970E-02
  9056   0.239973E+00   0.262945E-02   0.220001E-02  -0.316854E-02
  9057   0.239454E+00   0.262843E-02   0.219962E-02  -0.316738E-02
  9058   0.239856E+00   0.262777E-02   0.219887E-02  -0.316622E-02
  9059   0.239336E+00   0.262675E-02   0.219848E-02  -0.316506E-02
  9060   0.239738E+00   0.262609E-02   0.219773E-02  -0.316390E-02
  9061   0.239218E+00   0.262507E-02   0.219734E-02  -0.316275E-02
  9062   0.239620E+00   0.262442E-02   0.219659E-02  -0.316159E-02
  9063   0.239100E+00   0.262339E-02   0.219620E-02  -0.316044E-02
  9064   0.239503E+00   0.262274E-02   0.219544E-02  -0.315928E-02
  9065   0.238982E+00   0.262171E-02   0.219505E-02  -0.315813E-02
  9066   0.239385E+00   0.262105E-02   0.219430E-02  -0.315698E-02
  9067   0.238865E+00   0.262003E-02   0.219391E-02  -0.315583E-02
  9068   0.239268E+00   0.261937E-02   0.219315E-02  -0.315468E-02
  9069   0.238747E+00   0.261835E-02   0.219276E-02  -0.315354E-02
  9070   0.239150E+00   0.261769E-02   0.219200E-02  -0.315239E-02
  9071   0.238629E+00   0.261666E-02   0.219161E-02  -0.315125E-02
  9072   0.239032E+00   0.261601E-02   0.219086E-02  -0.315010E-02
  9073   0.238512E+00   0.261498E-02   0.219047E-02  -0.314896E-02
  9074   0.238915E+00   0.261432E-02   0.218971E-02  -0.314782E-02
  9075   0.238394E+00   0.261329E-02   0.218932E-02  -0.314669E-02
  9076   0.238798E+00   0.261263E-02   0.218856E-02  -0.314555E-02
  9077   0.238276E+00   0.261161E-02   0.218817E-02  -0.314442E-02
  9078   0.238680E+00   0.261095E-02   0.218741E-02  -0.314328E-02
  9079   0.238159E+00   0.260992E-02   0.218702E-02  -0.314215E-02
  9080   0.238563E+00   0.260926E-02   0.218626E-02  -0.314102E-02
  9081   0.238041E+00   0.260823E-02   0.218586E-02  -0.313989E-02
  9082   0.238445E+00   0.260757E-02   0.218511E-02  -0.313877E-02
  9083   0.237924E+00   0.260654E-02   0.218471E-02  -0.313764E-02
  9084   0.238328E+00   0.260588E-02   0.218395E-02  -0.313652E-02
  9085   0.237806E+00   0.260485E-02   0.218356E-02  -0.313540E-02
  9086   0.238210E+00   0.260419E-02   0.218280E-02  -0.313428E-02
  9087   0.237688E+00   0.260316E-02   0.218240E-02  -0.313316E-02
  9088   0.238093E+00   0.260250E-02   0.218164E-02  -0.313205E-02
  9089   0.237571E+00   0.260147E-02   0.218125E-02  -0.313094E-02
  9090   0.237976E+00   0.260081E-02   0.218049E-02  -0.312983E-02
  9091   0.237453E+00   0.259978E-02   0.218009E-02  -0.312872E-02
  9092   0.237858E+00   0.259912E-02   0.217933E-02  -0.312761E-02
  9093   0.237336E+00   0.259809E-02   0.217894E-02  -0.312650E-02
  9094   0.237741E+00   0.259743E-02   0.217817E-02  -0.312540E-02
  9095   0.237218E+00   0.259640E-02   0.217778E-02  -0.312430E-02
  9096   0.237623E+00   0.259574E-02   0.217701E-02  -0.312320E-02
  9097   0.237101E+00   0.259471E-02   0.217662E-02  -0.312210E-02
  9098   0.237506E+00   0.259405E-02   0.217585E-02  -0.312101E-02
  9099   0.236983E+00   0.259302E-02   0.217546E-02  -0.311992E-02
  9100   0.237389E+00   0.259236E-02   0.217469E-02  -0.311883E-02
  9101   0.236866E+00   0.259133E-02   0.217430E-02  -0.311774E-02
  9102   0.237271E+00   0.259067E-02   0.217353E-02  -0.311665E-02
  9103   0.236748E+00   0.258964E-02   0.217314E-02  -0.311557E-02
  9104   0.237154E+00   0.258898E-02   0.217237E-02  -0.311448E-02
  9105   0.236631E+00   0.258795E-02   0.217197E-02  -0.311340E-02
  9106   0.237037E+00   0.258729E-02   0.217121E-02  -0.311233E-02
  9107   0.236513E+00   0.258626E-02   0.217081E-02  -0.311125E-02
  9108   0.236919E+00   0.258560E-02   0.217004E-02  -0.311018E-02
  9109   0.236396E+00   0.258457E-02   0.216964E-02  -0.310911E-02
  9110   0.236802E+00   0.258391E-02   0.216888E-02  -0.310804E-02
  9111   0.236278E+00   0.258288E-02   0.216848E-02  -0.310697E-02
  9112   0.236685E+00   0.258222E-02   0.216771E-02  -0.310591E-02
  9113   0.236161E+00   0.258120E-02   0.216731E-02  -0.310485E-02
  9114   0.236567E+00   0.258054E-02   0.216654E-02  -0.310379E-02
  9115   0.236043E+00   0.257951E-02   0.216614E-02  -0.310273E-02
  9116   0.236450E+00   0.257885E-02   0.216537E-02  -0.310167E-02
  9117   0.235926E+00   0.257783E-02   0.216497E-02  -0.310062E-02
  9118   0.236333E+00   0.257717E-02   0.216421E-02  -0.309957E-02
  9119   0.235808E+00   0.257614E-02   0.216380E-02  -0.309852E-02
  9120   0.236215E+00   0.257549E-02   0.216304E-02  -0.309748E-02
  9121   0.235691E+00   0.257446E-02   0.216263E-02  -0.309643E-02
  9122   0.236098E+00   0.257380E-02   0.216186E-02  -0.309539E-02
  9123   0.235573E+00   0.257278E-02   0.216146E-02  -0.309435E-02
  9124   0.235981E+00   0.257212E-02   0.216069E-02  -0.309331E-02
  9125   0.235456E+00   0.257110E-02   0.216029E-02  -0.309228E-02
  9126   0.235863E+00   0.257045E-02   0.215952E-02  -0.309124E-02
  9127   0.235338E+00   0.256942E-02   0.215912E-02  -0.309021E-02
  9128   0.235746E+00   0.256877E-02   0.215834E-02  -0.308918E-02
  9129   0.235221E+00   0.256775E-02   0.215794E-02  -0.308816E-02
  9130   0.235628E+00   0.256709E-02   0.215717E-02  -0.308713E-02
  9131   0.235103E+00   0.256607E-02   0.215677E-02  -0.308611E-02
  9132   0.235511E+00   0.256542E-02   0.215599E-02  -0.308509E-02
  9133   0.234986E+00   0.256440E-02   0.215559E-02  -0.308407E-02
  9134   0.235393E+00   0.256375E-02   0.215482E-02  -0.308306E-02
  9135   0.234868E+00   0.256273E-02   0.215441E-02  -0.308204E-02
  9136   0.235276E+00   0.256208E-02   0.215364E-02  -0.308103E-02
  9137   0.234750E+00   0.256106E-02   0.215324E-02  -0.308002E-02
  9138   0.235159E+00   0.256041E-02   0.215246E-02  -0.307901E-02
  9139   0.234633E+00   0.255939E-02   0.215206E-02  -0.307801E-02
  9140   0.235041E+00   0.255874E-02   0.215128E-02  -0.307700E-02
  9141   0.234515E+00   0.255773E-02   0.215088E-02  -0.307600E-02
  9142   0.234923E+00   0.255708E-02   0.215010E-02  -0.307500E-02
  9143   0.234397E+00   0.255607E-02   0.214970E-02  -0.307400E-02
  9144   0.234806E+00   0.255542E-02   0.214892E-02  -0.307301E-02
  9145   0.234280E+00   0.255441E-02   0.214851E-02  -0.307201E-02
  9146   0.234688E+00   0.255376E-02   0.214774E-02  -0.307102E-02
  9147   0.234162E+00   0.255275E-02   0.214733E-02  -0.307003E-02
  9148   0.234571E+00   0.255210E-02   0.214655E-02  -0.306904E-02
  9149   0.234044E+00   0.255109E-02   0.214615E-02  -0.306805E-02
  9150   0.234453E+00   0.255045E-02   0.214537E-02  -0.306707E-02
  9151   0.233926E+00   0.254944E-02   0.214496E-02  -0.306609E-02
  9152   0.234335E+00   0.254880E-02   0.214419E-02  -0.306510E-02
  9153   0.233808E+00   0.254779E-02   0.214378E-02  -0.306412E-02
  9154   0.234218E+00   0.254715E-02   0.214300E-02  -0.306314E-02
  9155   0.233690E+00   0.254614E-02   0.214259E-02  -0.306217E-02
  9156   0.234100E+00   0.254550E-02   0.214181E-02  -0.306119E-02
  9157   0.233572E+00   0.254450E-02   0.214141E-02  -0.306021E-02
  9158   0.233982E+00   0.254386E-02   0.214063E-02  -0.305924E-02
  9159   0.233455E+00   0.254286E-02   0.214022E-02  -0.305827E-02
  9160   0.233864E+00   0.254222E-02   0.213944E-02  -0.305730E-02
  9161   0.233337E+00   0.254122E-02   0.213903E-02  -0.305633E-02
  9162   0.233746E+00   0.254058E-02   0.213825E-02  -0.305536E-02
  9163   0.233218E+00   0.253958E-02   0.213784E-02  -0.305439E-02
  9164   0.233628E+00   0.253895E-02   0.213706E-02  -0.305343E-02
  9165   0.233100E+00   0.253795E-02   0.213665E-02  -0.305246E-02
  9166   0.233511E+00   0.253732E-02   0.213587E-02  -0.305150E-02
  9167   0.232982E+00   0.253632E-02   0.213546E-02  -0.305054E-02
  9168   0.233393E+00   0.253569E-02   0.213468E-02  -0.304958E-02
  9169   0.232864E+00   0.253469E-02   0.213427E-02  -0.304862E-02
  9170   0.233275E+00   0.253406E-02   0.213349E-02  -0.304766E-02
  9171   0.232746E+00   0.253306E-02   0.213308E-02  -0.304670E-02
  9172   0.233156E+00   0.253244E-02   0.213229E-02  -0.304574E-02
  9173   0.232628E+00   0.253144E-02   0.213188E-02  -0.304478E-02
  9174   0.233038E+00   0.253082E-02   0.213110E-02  -0.304382E-02
  9175   0.232509E+00   0.252982E-02   0.213069E-02  -0.304287E-02
  9176   0.232920E+00   0.252920E-02   0.212991E-02  -0.304191E-02
  9177   0.232391E+00   0.252821E-02   0.212949E-02  -0.304096E-02
  9178   0.232802E+00   0.252759E-02   0.212871E-02  -0.304000E-02
  9179   0.232273E+00   0.252659E-02   0.212830E-02  -0.303905E-02
  9180   0.232684E+00   0.252598E-02   0.212752E-02  -0.303810E-02
  9181   0.232154E+00   0.252498E-02   0.212710E-02  -0.303714E-02
  9182   0.232565E+00   0.252437E-02   0.212632E-02  -0.303619E-02
  9183   0.232036E+00   0.252338E-02   0.212591E-02  -0.303524E-02
  9184   0.232447E+00   0.252276E-02   0.212512E-02  -0.303429E-02
  9185   0.231917E+00   0.252177E-02   0.212471E-02  -0.303333E-02
  9186   0.232329E+00   0.252116E-02   0.212392E-02  -0.303238E-02
  9187   0.231799E+00   0.252017E-02   0.212351E-02  -0.303143E-02
  9188   0.232210E+00   0.251956E-02   0.212273E-02  -0.303048E-02
  9189   0.231680E+00   0.251857E-02   0.212231E-02  -0.302953E-02
  9190   0.232092E+00   0.251796E-02   0.212153E-02  -0.302857E-02
  9191   0.231561E+00   0.251698E-02   0.212111E-02  -0.302762E-02
  9192   0.231973E+00   0.251637E-02   0.212033E-02  -0.302667E-02
  9193   0.231443E+00   0.251539E-02   0.211991E-02  -0.302572E-02
  9194   0.231855E+00   0.251478E-02   0.211913E-02  -0.302476E-02
  9195   0.231324E+00   0.251380E-02   0.211871E-02  -0.302381E-02
  9196   0.231736E+00   0.251319E-02   0.211793E-02  -0.302285E-02
  9197   0.231205E+00   0.251221E-02   0.211751E-02  -0.302190E-02
  9198   0.231617E+00   0.251161E-02   0.211673E-02  -0.302094E-02
  9199   0.231086E+00   0.251063E-02   0.211631E-02  -0.301999E-02
  9200   0.231498E+00   0.251002E-02   0.211552E-02  -0.301903E-02
  9201   0.230967E+00   0.250905E-02   0.211511E-02  -0.301808E-02
  9202   0.231380E+00   0.250844E-02   0.211432E-02  -0.301712E-02
  9203   0.230848E+00   0.250747E-02   0.211391E-02  -0.301616E-02
  9204   0.231261E+00   0.250687E-02   0.211312E-02  -0.301520E-02
  9205   0.230729E+00   0.250589E-02   0.211270E-02  -0.301424E-02
  9206   0.231142E+00   0.250529E-02   0.211192E-02  -0.301328E-02
  9207   0.230610E+00   0.250432E-02   0.211150E-02  -0.301231E-02
  9208   0.231023E+00   0.250372E-02   0.211071E-02  -0.301135E-02
  9209   0.230491E+00   0.250275E-02   0.211030E-02  -0.301039E-02
  9210   0.230904E+00   0.250215E-02   0.210951E-02  -0.300942E-02
  9211   0.230372E+00   0.250118E-02   0.210909E-02  -0.300845E-02
  9212   0.230785E+00   0.250058E-02   0.210830E-02  -0.300748E-02
  9213   0.230253E+00   0.249961E-02   0.210789E-02  -0.300651E-02
  9214   0.230666E+00   0.249901E-02   0.210710E-02  -0.300554E-02
  9215   0.230133E+00   0.249805E-02   0.210668E-02  -0.300457E-02
  9216   0.230547E+00   0.249745E-02   0.210589E-02  -0.300359E-02
  9217   0.230014E+00   0.249648E-02   0.210548E-02  -0.300262E-02
  9218   0.230427E+00   0.249589E-02   0.210469E-02  -0.300164E-02
  9219   0.229895E+00   0.249492E-02   0.210427E-02  -0.300066E-02
  9220   0.230308E+00   0.249433E-02   0.210348E-02  -0.299968E-02
  9221   0.229775E+00   0.249336E-02   0.210306E-02  -0.299870E-02
  9222   0.230189E+00   0.249277E-02   0.210227E-02  -0.299771E-02
  9223   0.229656E+00   0.249181E-02   0.210186E-02  -0.299673E-02
  9224   0.230069E+00   0.249121E-02   0.210106E-02  -0.299574E-02
  9225   0.229536E+00   0.249025E-02   0.210065E-02  -0.299475E-02
  9226   0.229950E+00   0.248966E-02   0.209986E-02  -0.299375E-02
  9227   0.229416E+00   0.248870E-02   0.209944E-02  -0.299276E-02
  9228   0.229830E+00   0.248811E-02   0.209865E-02  -0.299176E-02
  9229   0.229297E+00   0.248714E-02   0.209823E-02  -0.299077E-02
  9230   0.229711E+00   0.248655E-02   0.209744E-02  -0.298976E-02
  9231   0.229177E+00   0.248559E-02   0.209702E-02  -0.298876E-02
  9232   0.229591E+00   0.248500E-02   0.209623E-02  -0.298776E-02
  9233   0.229057E+00   0.248404E-02   0.209581E-02  -0.298675E-02
  9234   0.229472E+00   0.248345E-02   0.209502E-02  -0.298574E-02
  9235   0.228938E+00   0.248249E-02   0.209460E-02  -0.298473E-02
  9236   0.229352E+00   0.248190E-02   0.209381E-02  -0.298371E-02
  9237   0.228818E+00   0.248094E-02   0.209339E-02  -0.298269E-02
  9238   0.229232E+00   0.248036E-02   0.209260E-02  -0.298167E-02
  9239   0.228698E+00   0.247939E-02   0.209218E-02  -0.298065E-02
  9240   0.229113E+00   0.247881E-02   0.209139E-02  -0.297963E-02
  9241   0.228578E+00   0.247785E-02   0.209097E-02  -0.297860E-02
  9242   0.228993E+00   0.247726E-02   0.209017E-02  -0.297757E-02
  9243   0.228458E+00   0.247630E-02   0.208976E-02  -0.297654E-02
  9244   0.228873E+00   0.247571E-02   0.208896E-02  -0.297550E-02
  9245   0.228338E+00   0.247475E-02   0.208854E-02  -0.297446E-02
  9246   0.228753E+00   0.247417E-02   0.208775E-02  -0.297342E-02
  9247   0.228218E+00   0.247321E-02   0.208733E-02  -0.297238E-02
  9248   0.228633E+00   0.247262E-02   0.208654E-02  -0.297133E-02
  9249   0.228098E+00   0.247166E-02   0.208612E-02  -0.297029E-02
  9250   0.228513E+00   0.247107E-02   0.208532E-02  -0.296923E-02
  9251   0.227978E+00   0.247011E-02   0.208490E-02  -0.296818E-02
  9252   0.228393E+00   0.246953E-02   0.208411E-02  -0.296712E-02
  9253   0.227857E+00   0.246857E-02   0.208369E-02  -0.296606E-02
  9254   0.228273E+00   0.246798E-02   0.208289E-02  -0.296500E-02
  9255   0.227737E+00   0.246702E-02   0.208248E-02  -0.296393E-02
  9256   0.228153E+00   0.246643E-02   0.208168E-02  -0.296286E-02
  9257   0.227617E+00   0.246547E-02   0.208126E-02  -0.296179E-02
  9258   0.228033E+00   0.246488E-02   0.208046E-02  -0.296071E-02
  9259   0.227497E+00   0.246392E-02   0.208004E-02  -0.295964E-02
  9260   0.227913E+00   0.246333E-02   0.207925E-02  -0.295855E-02
  9261   0.227376E+00   0.246237E-02   0.207883E-02  -0.295747E-02
  9262   0.227793E+00   0.246178E-02   0.207803E-02  -0.295638E-02
  9263   0.227256E+00   0.246082E-02   0.207761E-02  -0.295529E-02
  9264   0.227672E+00   0.246023E-02   0.207682E-02  -0.295420E-02
  9265   0.227136E+00   0.245926E-02   0.207640E-02  -0.295310E-02
  9266   0.227552E+00   0.245868E-02   0.207560E-02  -0.295200E-02
  9267   0.227015E+00   0.245771E-02   0.207518E-02  -0.295090E-02
  9268   0.227432E+00   0.245712E-02   0.207438E-02  -0.294979E-02
  9269   0.226895E+00   0.245615E-02   0.207396E-02  -0.294869E-02
  9270   0.227312E+00   0.245556E-02   0.207316E-02  -0.294757E-02
  9271   0.226774E+00   0.245460E-02   0.207274E-02  -0.294646E-02
  9272   0.227191E+00   0.245400E-02   0.207194E-02  -0.294534E-02
  9273   0.226654E+00   0.245304E-02   0.207152E-02  -0.294422E-02
  9274   0.227071E+00   0.245244E-02   0.207072E-02  -0.294310E-02
  9275   0.226533E+00   0.245147E-02   0.207030E-02  -0.294197E-02
  9276   0.226951E+00   0.245088E-02   0.206950E-02  -0.294084E-02
  9277   0.226413E+00   0.244991E-02   0.206908E-02  -0.293971E-02
  9278   0.226830E+00   0.244932E-02   0.206828E-02  -0.293857E-02
  9279   0.226292E+00   0.244834E-02   0.206786E-02  -0.293744E-02
  9280   0.226710E+00   0.244775E-02   0.206706E-02  -0.293629E-02
  9281   0.226172E+00   0.244677E-02   0.206664E-02  -0.293515E-02
  9282   0.226589E+00   0.244618E-02   0.206584E-02  -0.293400E-02
  9283   0.226051E+00   0.244520E-02   0.206542E-02  -0.293285E-02
  9284   0.226469E+00   0.244460E-02   0.206462E-02  -0.293170E-02
  9285   0.225931E+00   0.244363E-02   0.206420E-02  -0.293054E-02
  9286   0.226349E+00   0.244303E-02   0.206340E-02  -0.292938E-02
  9287   0.225810E+00   0.244205E-02   0.206297E-02  -0.292822E-02
  9288   0.226228E+00   0.244145E-02   0.206217E-02  -0.292706E-02
  9289   0.225689E+00   0.244047E-02   0.206175E-02  -0.292589E-02
  9290   0.226108E+00   0.243986E-02   0.206095E-02  -0.292472E-02
  9291   0.225569E+00   0.243888E-02   0.206053E-02  -0.292355E-02
  9292   0.225987E+00   0.243828E-02   0.205972E-02  -0.292238E-02
  9293   0.225448E+00   0.243729E-02   0.205930E-02  -0.292120E-02
  9294   0.225867E+00   0.243669E-02   0.205850E-02  -0.292002E-02
  9295   0.225328E+00   0.243570E-02   0.205807E-02  -0.291884E-02
  9296   0.225746E+00   0.243509E-02   0.205727E-02  -0.291765E-02
  9297   0.225207E+00   0.243411E-02   0.205685E-02  -0.291646E-02
  9298   0.225626E+00   0.243350E-02   0.205604E-02  -0.291527E-02
  9299   0.225086E+00   0.243251E-02   0.205562E-02  -0.291408E-02
  9300   0.225505E+00   0.243189E-02   0.205482E-02  -0.291289E-02
  9301   0.224966E+00   0.243090E-02   0.205439E-02  -0.291169E-02
  9302   0.225385E+00   0.243029E-02   0.205359E-02  -0.291049E-02
  9303   0.224845E+00   0.242929E-02   0.205316E-02  -0.290929E-02
  9304   0.225264E+00   0.242868E-02   0.205236E-02  -0.290809E-02
  9305   0.224724E+00   0.242768E-02   0.205193E-02  -0.290688E-02
  9306   0.225144E+00   0.242706E-02   0.205113E-02  -0.290568E-02
  9307   0.224604E+00   0.242607E-02   0.205070E-02  -0.290447E-02
  9308   0.225023E+00   0.242545E-02   0.204990E-02  -0.290326E-02
  9309   0.224483E+00   0.242445E-02   0.204947E-02  -0.290204E-02
  9310   0.224903E+00   0.242382E-02   0.204866E-02  -0.290083E-02
  9311   0.224362E+00   0.242282E-02   0.204824E-02  -0.289961E-02
  9312   0.224782E+00   0.242220E-02   0.204743E-02  -0.289839E-02
  9313   0.224242E+00   0.242119E-02   0.204700E-02  -0.289717E-02
  9314   0.224662E+00   0.242056E-02   0.204620E-02  -0.289595E-02
  9315   0.224121E+00   0.241956E-02   0.204577E-02  -0.289473E-02
  9316   0.224541E+00   0.241893E-02   0.204496E-02  -0.289351E-02
  9317   0.224001E+00   0.241792E-02   0.204453E-02  -0.289228E-02
  9318   0.224421E+00   0.241728E-02   0.204372E-02  -0.289106E-02
  9319   0.223880E+00   0.241627E-02   0.204329E-02  -0.288983E-02
  9320   0.224300E+00   0.241564E-02   0.204249E-02  -0.288860E-02
  9321   0.223759E+00   0.241462E-02   0.204206E-02  -0.288737E-02
  9322   0.224180E+00   0.241399E-02   0.204125E-02  -0.288614E-02
  9323   0.223639E+00   0.241297E-02   0.204082E-02  -0.288491E-02
  9324   0.224060E+00   0.241233E-02   0.204001E-02  -0.288367E-02
  9325   0.223518E+00   0.241131E-02   0.203958E-02  -0.288244E-02
  9326   0.223939E+00   0.241067E-02   0.203877E-02  -0.288121E-02
  9327   0.223398E+00   0.240964E-02   0.203834E-02  -0.287997E-02
  9328   0.223819E+00   0.240900E-02   0.203752E-02  -0.287874E-02
  9329   0.223277E+00   0.240798E-02   0.203709E-02  -0.287750E-02
  9330   0.223698E+00   0.240733E-02   0.203628E-02  -0.287626E-02
  9331   0.223157E+00   0.240630E-02   0.203585E-02  -0.287503E-02
  9332   0.223578E+00   0.240565E-02   0.203504E-02  -0.287379E-02
  9333   0.223036E+00   0.240462E-02   0.203460E-02  -0.287255E-02
  9334   0.223458E+00   0.240397E-02   0.203379E-02  -0.287131E-02
  9335   0.222916E+00   0.240294E-02   0.203336E-02  -0.287008E-02
  9336   0.223337E+00   0.240228E-02   0.203254E-02  -0.286884E-02
  9337   0.222795E+00   0.240124E-02   0.203211E-02  -0.286760E-02
  9338   0.223217E+00   0.240059E-02   0.203130E-02  -0.286637E-02
  9339   0.222675E+00   0.239955E-02   0.203086E-02  -0.286513E-02
  9340   0.223097E+00   0.239889E-02   0.203005E-02  -0.286389E-02
  9341   0.222554E+00   0.239785E-02   0.202961E-02  -0.286266E-02
  9342   0.222976E+00   0.239719E-02   0.202879E-02  -0.286142E-02
  9343   0.222434E+00   0.239614E-02   0.202836E-02  -0.286019E-02
  9344   0.222856E+00   0.239548E-02   0.202754E-02  -0.285896E-02
  9345   0.222313E+00   0.239443E-02   0.202711E-02  -0.285772E-02
  9346   0.222736E+00   0.239376E-02   0.202629E-02  -0.285649E-02
  9347   0.222193E+00   0.239271E-02   0.202585E-02  -0.285526E-02
  9348   0.222615E+00   0.239204E-02   0.202503E-02  -0.285403E-02
  9349   0.222072E+00   0.239099E-02   0.202459E-02  -0.285280E-02
  9350   0.222495E+00   0.239032E-02   0.202377E-02  -0.285157E-02
  9351   0.221952E+00   0.238927E-02   0.202334E-02  -0.285035E-02
  9352   0.222375E+00   0.238859E-02   0.202252E-02  -0.284912E-02
  9353   0.221831E+00   0.238753E-02   0.202208E-02  -0.284790E-02
  9354   0.222255E+00   0.238686E-02   0.202126E-02  -0.284668E-02
  9355   0.221711E+00   0.238580E-02   0.202082E-02  -0.284546E-02
  9356   0.222134E+00   0.238512E-02   0.201999E-02  -0.284424E-02
  9357   0.221591E+00   0.238406E-02   0.201955E-02  -0.284302E-02
  9358   0.222014E+00   0.238337E-02   0.201873E-02  -0.284181E-02
  9359   0.221470E+00   0.238231E-02   0.201829E-02  -0.284060E-02
  9360   0.221894E+00   0.238162E-02   0.201746E-02  -0.283939E-02
  9361   0.221350E+00   0.238056E-02   0.201702E-02  -0.283818E-02
  9362   0.221774E+00   0.237987E-02   0.201620E-02  -0.283697E-02
  9363   0.221230E+00   0.237880E-02   0.201575E-02  -0.283577E-02
  9364   0.221654E+00   0.237811E-02   0.201493E-02  -0.283457E-02
  9365   0.221109E+00   0.237704E-02   0.201449E-02  -0.283337E-02
  9366   0.221533E+00   0.237635E-02   0.201366E-02  -0.283217E-02
  9367   0.220989E+00   0.237528E-02   0.201321E-02  -0.283098E-02
  9368   0.221413E+00   0.237458E-02   0.201239E-02  -0.282979E-02
  9369   0.220869E+00   0.237351E-02   0.201194E-02  -0.282860E-02
  9370   0.221293E+00   0.237281E-02   0.201111E-02  -0.282741E-02
  9371   0.220748E+00   0.237173E-02   0.201067E-02  -0.282623E-02
  9372   0.221173E+00   0.237104E-02   0.200984E-02  -0.282505E-02
  9373   0.220628E+00   0.236995E-02   0.200939E-02  -0.282388E-02
  9374   0.221053E+00   0.236926E-02   0.200856E-02  -0.282271E-02
  9375   0.220508E+00   0.236817E-02   0.200811E-02  -0.282154E-02
  9376   0.220932E+00   0.236747E-02   0.200728E-02  -0.282037E-02
  9377   0.220387E+00   0.236639E-02   0.200683E-02  -0.281921E-02
  9378   0.220812E+00   0.236568E-02   0.200600E-02  -0.281805E-02
  9379   0.220267E+00   0.236460E-02   0.200555E-02  -0.281689E-02
  9380   0.220692E+00   0.236389E-02   0.200471E-02  -0.281574E-02
  9381   0.220147E+00   0.236280E-02   0.200426E-02  -0.281460E-02
  9382   0.220572E+00   0.236210E-02   0.200343E-02  -0.281345E-02
  9383   0.220026E+00   0.236101E-02   0.200298E-02  -0.281231E-02
  9384   0.220452E+00   0.236030E-02   0.200214E-02  -0.281117E-02
  9385   0.219906E+00   0.235921E-02   0.200169E-02  -0.281004E-02
  9386   0.220331E+00   0.235850E-02   0.200085E-02  -0.280891E-02
  9387   0.219785E+00   0.235740E-02   0.200040E-02  -0.280779E-02
  9388   0.220211E+00   0.235669E-02   0.199956E-02  -0.280667E-02
  9389   0.219665E+00   0.235560E-02   0.199910E-02  -0.280556E-02
  9390   0.220091E+00   0.235489E-02   0.199827E-02  -0.280444E-02
  9391   0.219545E+00   0.235379E-02   0.199781E-02  -0.280334E-02
  9392   0.219971E+00   0.235308E-02   0.199697E-02  -0.280224E-02
  9393   0.219424E+00   0.235198E-02   0.199651E-02  -0.280114E-02
  9394   0.219850E+00   0.235127E-02   0.199567E-02  -0.280004E-02
  9395   0.219304E+00   0.235017E-02   0.199521E-02  -0.279896E-02
  9396   0.219730E+00   0.234945E-02   0.199437E-02  -0.279787E-02
  9397   0.219183E+00   0.234835E-02   0.199391E-02  -0.279679E-02
  9398   0.219610E+00   0.234763E-02   0.199307E-02  -0.279572E-02
  9399   0.219063E+00   0.234653E-02   0.199261E-02  -0.279465E-02
  9400   0.219489E+00   0.234582E-02   0.199177E-02  -0.279358E-02
  9401   0.218942E+00   0.234471E-02   0.199131E-02  -0.279252E-02
  9402   0.219369E+00   0.234400E-02   0.199046E-02  -0.279147E-02
  9403   0.218822E+00   0.234289E-02   0.199000E-02  -0.279042E-02
  9404   0.219248E+00   0.234217E-02   0.198915E-02  -0.278937E-02
