#    L    TT             EE             BB             TE          
  6630   0.451840E+00   0.570638E-02   0.390458E-02  -0.699922E-02
  6631   0.451413E+00   0.570387E-02   0.390364E-02  -0.699646E-02
  6632   0.451540E+00   0.570158E-02   0.390248E-02  -0.699371E-02
  6633   0.451114E+00   0.569907E-02   0.390154E-02  -0.699095E-02
  6634   0.451241E+00   0.569679E-02   0.390038E-02  -0.698820E-02
  6635   0.450814E+00   0.569429E-02   0.389944E-02  -0.698546E-02
  6636   0.450942E+00   0.569201E-02   0.389829E-02  -0.698271E-02
  6637   0.450515E+00   0.568951E-02   0.389735E-02  -0.697997E-02
  6638   0.450643E+00   0.568724E-02   0.389619E-02  -0.697723E-02
  6639   0.450217E+00   0.568475E-02   0.389525E-02  -0.697450E-02
  6640   0.450345E+00   0.568248E-02   0.389410E-02  -0.697177E-02
  6641   0.449918E+00   0.567999E-02   0.389316E-02  -0.696904E-02
  6642   0.450047E+00   0.567773E-02   0.389201E-02  -0.696632E-02
  6643   0.449621E+00   0.567524E-02   0.389107E-02  -0.696360E-02
  6644   0.449750E+00   0.567298E-02   0.388992E-02  -0.696088E-02
  6645   0.449323E+00   0.567051E-02   0.388898E-02  -0.695817E-02
  6646   0.449452E+00   0.566825E-02   0.388783E-02  -0.695545E-02
  6647   0.449026E+00   0.566578E-02   0.388690E-02  -0.695275E-02
  6648   0.449156E+00   0.566353E-02   0.388574E-02  -0.695004E-02
  6649   0.448729E+00   0.566106E-02   0.388481E-02  -0.694734E-02
  6650   0.448859E+00   0.565881E-02   0.388366E-02  -0.694464E-02
  6651   0.448433E+00   0.565635E-02   0.388273E-02  -0.694195E-02
  6652   0.448563E+00   0.565411E-02   0.388158E-02  -0.693926E-02
  6653   0.448137E+00   0.565165E-02   0.388065E-02  -0.693657E-02
  6654   0.448267E+00   0.564941E-02   0.387950E-02  -0.693388E-02
  6655   0.447841E+00   0.564696E-02   0.387857E-02  -0.693120E-02
  6656   0.447972E+00   0.564473E-02   0.387742E-02  -0.692852E-02
  6657   0.447545E+00   0.564228E-02   0.387649E-02  -0.692584E-02
  6658   0.447677E+00   0.564005E-02   0.387534E-02  -0.692317E-02
  6659   0.447250E+00   0.563761E-02   0.387441E-02  -0.692050E-02
  6660   0.447382E+00   0.563539E-02   0.387327E-02  -0.691783E-02
  6661   0.446956E+00   0.563294E-02   0.387234E-02  -0.691517E-02
  6662   0.447088E+00   0.563073E-02   0.387119E-02  -0.691251E-02
  6663   0.446661E+00   0.562829E-02   0.387027E-02  -0.690985E-02
  6664   0.446794E+00   0.562608E-02   0.386912E-02  -0.690720E-02
  6665   0.446367E+00   0.562365E-02   0.386820E-02  -0.690454E-02
  6666   0.446500E+00   0.562144E-02   0.386705E-02  -0.690190E-02
  6667   0.446074E+00   0.561901E-02   0.386613E-02  -0.689925E-02
  6668   0.446207E+00   0.561681E-02   0.386499E-02  -0.689661E-02
  6669   0.445780E+00   0.561438E-02   0.386407E-02  -0.689397E-02
  6670   0.445914E+00   0.561219E-02   0.386292E-02  -0.689133E-02
  6671   0.445487E+00   0.560977E-02   0.386200E-02  -0.688870E-02
  6672   0.445621E+00   0.560757E-02   0.386086E-02  -0.688607E-02
  6673   0.445195E+00   0.560516E-02   0.385994E-02  -0.688344E-02
  6674   0.445329E+00   0.560297E-02   0.385880E-02  -0.688082E-02
  6675   0.444903E+00   0.560056E-02   0.385788E-02  -0.687820E-02
  6676   0.445037E+00   0.559837E-02   0.385674E-02  -0.687558E-02
  6677   0.444611E+00   0.559597E-02   0.385582E-02  -0.687296E-02
  6678   0.444745E+00   0.559379E-02   0.385468E-02  -0.687035E-02
  6679   0.444319E+00   0.559139E-02   0.385376E-02  -0.686774E-02
  6680   0.444454E+00   0.558921E-02   0.385262E-02  -0.686513E-02
  6681   0.444028E+00   0.558681E-02   0.385171E-02  -0.686253E-02
  6682   0.444163E+00   0.558464E-02   0.385057E-02  -0.685993E-02
  6683   0.443737E+00   0.558225E-02   0.384965E-02  -0.685733E-02
  6684   0.443873E+00   0.558008E-02   0.384852E-02  -0.685474E-02
  6685   0.443447E+00   0.557769E-02   0.384760E-02  -0.685215E-02
  6686   0.443583E+00   0.557553E-02   0.384647E-02  -0.684956E-02
  6687   0.443157E+00   0.557315E-02   0.384555E-02  -0.684697E-02
  6688   0.443293E+00   0.557099E-02   0.384442E-02  -0.684439E-02
  6689   0.442867E+00   0.556861E-02   0.384350E-02  -0.684181E-02
  6690   0.443003E+00   0.556646E-02   0.384237E-02  -0.683923E-02
  6691   0.442577E+00   0.556408E-02   0.384146E-02  -0.683665E-02
  6692   0.442714E+00   0.556193E-02   0.384033E-02  -0.683408E-02
  6693   0.442288E+00   0.555956E-02   0.383941E-02  -0.683151E-02
  6694   0.442425E+00   0.555742E-02   0.383828E-02  -0.682895E-02
  6695   0.441999E+00   0.555505E-02   0.383737E-02  -0.682638E-02
  6696   0.442137E+00   0.555291E-02   0.383624E-02  -0.682382E-02
  6697   0.441711E+00   0.555055E-02   0.383533E-02  -0.682127E-02
  6698   0.441849E+00   0.554841E-02   0.383420E-02  -0.681871E-02
  6699   0.441423E+00   0.554605E-02   0.383329E-02  -0.681616E-02
  6700   0.441561E+00   0.554392E-02   0.383216E-02  -0.681361E-02
  6701   0.441135E+00   0.554156E-02   0.383126E-02  -0.681106E-02
  6702   0.441273E+00   0.553944E-02   0.383013E-02  -0.680852E-02
  6703   0.440848E+00   0.553709E-02   0.382922E-02  -0.680598E-02
  6704   0.440986E+00   0.553496E-02   0.382809E-02  -0.680344E-02
  6705   0.440561E+00   0.553262E-02   0.382719E-02  -0.680090E-02
  6706   0.440700E+00   0.553050E-02   0.382606E-02  -0.679837E-02
  6707   0.440274E+00   0.552816E-02   0.382516E-02  -0.679584E-02
  6708   0.440413E+00   0.552604E-02   0.382403E-02  -0.679331E-02
  6709   0.439988E+00   0.552370E-02   0.382313E-02  -0.679079E-02
  6710   0.440127E+00   0.552159E-02   0.382200E-02  -0.678827E-02
  6711   0.439702E+00   0.551926E-02   0.382110E-02  -0.678575E-02
  6712   0.439841E+00   0.551715E-02   0.381997E-02  -0.678323E-02
  6713   0.439416E+00   0.551482E-02   0.381907E-02  -0.678072E-02
  6714   0.439556E+00   0.551272E-02   0.381795E-02  -0.677820E-02
  6715   0.439130E+00   0.551039E-02   0.381705E-02  -0.677570E-02
  6716   0.439271E+00   0.550830E-02   0.381592E-02  -0.677319E-02
  6717   0.438845E+00   0.550598E-02   0.381503E-02  -0.677069E-02
  6718   0.438986E+00   0.550388E-02   0.381390E-02  -0.676818E-02
  6719   0.438561E+00   0.550156E-02   0.381300E-02  -0.676569E-02
  6720   0.438702E+00   0.549947E-02   0.381188E-02  -0.676319E-02
  6721   0.438276E+00   0.549716E-02   0.381099E-02  -0.676070E-02
  6722   0.438418E+00   0.549507E-02   0.380986E-02  -0.675821E-02
  6723   0.437992E+00   0.549277E-02   0.380897E-02  -0.675572E-02
  6724   0.438134E+00   0.549068E-02   0.380785E-02  -0.675323E-02
  6725   0.437709E+00   0.548838E-02   0.380695E-02  -0.675075E-02
  6726   0.437851E+00   0.548630E-02   0.380583E-02  -0.674827E-02
  6727   0.437425E+00   0.548400E-02   0.380494E-02  -0.674579E-02
  6728   0.437568E+00   0.548193E-02   0.380382E-02  -0.674332E-02
  6729   0.437142E+00   0.547963E-02   0.380293E-02  -0.674085E-02
  6730   0.437285E+00   0.547756E-02   0.380181E-02  -0.673838E-02
  6731   0.436860E+00   0.547527E-02   0.380092E-02  -0.673591E-02
  6732   0.437003E+00   0.547320E-02   0.379980E-02  -0.673345E-02
  6733   0.436577E+00   0.547091E-02   0.379891E-02  -0.673098E-02
  6734   0.436721E+00   0.546885E-02   0.379779E-02  -0.672852E-02
  6735   0.436295E+00   0.546656E-02   0.379690E-02  -0.672607E-02
  6736   0.436439E+00   0.546451E-02   0.379579E-02  -0.672361E-02
  6737   0.436014E+00   0.546222E-02   0.379490E-02  -0.672116E-02
  6738   0.436158E+00   0.546017E-02   0.379378E-02  -0.671871E-02
  6739   0.435732E+00   0.545789E-02   0.379289E-02  -0.671626E-02
  6740   0.435876E+00   0.545584E-02   0.379178E-02  -0.671382E-02
  6741   0.435451E+00   0.545357E-02   0.379089E-02  -0.671138E-02
  6742   0.435596E+00   0.545152E-02   0.378978E-02  -0.670894E-02
  6743   0.435170E+00   0.544925E-02   0.378889E-02  -0.670650E-02
  6744   0.435315E+00   0.544721E-02   0.378778E-02  -0.670406E-02
  6745   0.434890E+00   0.544495E-02   0.378690E-02  -0.670163E-02
  6746   0.435035E+00   0.544291E-02   0.378578E-02  -0.669920E-02
  6747   0.434610E+00   0.544065E-02   0.378490E-02  -0.669677E-02
  6748   0.434756E+00   0.543861E-02   0.378379E-02  -0.669435E-02
  6749   0.434330E+00   0.543635E-02   0.378291E-02  -0.669192E-02
  6750   0.434476E+00   0.543432E-02   0.378180E-02  -0.668950E-02
  6751   0.434051E+00   0.543207E-02   0.378091E-02  -0.668709E-02
  6752   0.434197E+00   0.543004E-02   0.377980E-02  -0.668467E-02
  6753   0.433772E+00   0.542779E-02   0.377892E-02  -0.668226E-02
  6754   0.433918E+00   0.542577E-02   0.377781E-02  -0.667985E-02
  6755   0.433493E+00   0.542352E-02   0.377693E-02  -0.667744E-02
  6756   0.433640E+00   0.542150E-02   0.377583E-02  -0.667503E-02
  6757   0.433215E+00   0.541926E-02   0.377495E-02  -0.667263E-02
  6758   0.433362E+00   0.541725E-02   0.377384E-02  -0.667023E-02
  6759   0.432937E+00   0.541501E-02   0.377296E-02  -0.666783E-02
  6760   0.433084E+00   0.541299E-02   0.377186E-02  -0.666543E-02
  6761   0.432659E+00   0.541076E-02   0.377098E-02  -0.666303E-02
  6762   0.432807E+00   0.540875E-02   0.376987E-02  -0.666064E-02
  6763   0.432382E+00   0.540652E-02   0.376899E-02  -0.665825E-02
  6764   0.432530E+00   0.540452E-02   0.376789E-02  -0.665586E-02
  6765   0.432105E+00   0.540229E-02   0.376701E-02  -0.665348E-02
  6766   0.432253E+00   0.540029E-02   0.376591E-02  -0.665110E-02
  6767   0.431828E+00   0.539806E-02   0.376504E-02  -0.664871E-02
  6768   0.431976E+00   0.539607E-02   0.376393E-02  -0.664634E-02
  6769   0.431551E+00   0.539385E-02   0.376306E-02  -0.664396E-02
  6770   0.431700E+00   0.539185E-02   0.376196E-02  -0.664159E-02
  6771   0.431275E+00   0.538964E-02   0.376108E-02  -0.663921E-02
  6772   0.431424E+00   0.538765E-02   0.375998E-02  -0.663684E-02
  6773   0.430999E+00   0.538543E-02   0.375911E-02  -0.663448E-02
  6774   0.431149E+00   0.538345E-02   0.375801E-02  -0.663211E-02
  6775   0.430724E+00   0.538124E-02   0.375714E-02  -0.662975E-02
  6776   0.430874E+00   0.537926E-02   0.375604E-02  -0.662739E-02
  6777   0.430449E+00   0.537705E-02   0.375517E-02  -0.662503E-02
  6778   0.430599E+00   0.537507E-02   0.375407E-02  -0.662267E-02
  6779   0.430174E+00   0.537287E-02   0.375320E-02  -0.662032E-02
  6780   0.430325E+00   0.537090E-02   0.375210E-02  -0.661797E-02
  6781   0.429900E+00   0.536870E-02   0.375123E-02  -0.661562E-02
  6782   0.430050E+00   0.536673E-02   0.375014E-02  -0.661327E-02
  6783   0.429625E+00   0.536453E-02   0.374927E-02  -0.661092E-02
  6784   0.429776E+00   0.536257E-02   0.374817E-02  -0.660858E-02
  6785   0.429351E+00   0.536037E-02   0.374731E-02  -0.660624E-02
  6786   0.429503E+00   0.535841E-02   0.374621E-02  -0.660390E-02
  6787   0.429078E+00   0.535622E-02   0.374534E-02  -0.660156E-02
  6788   0.429230E+00   0.535426E-02   0.374425E-02  -0.659923E-02
  6789   0.428805E+00   0.535208E-02   0.374338E-02  -0.659690E-02
  6790   0.428957E+00   0.535012E-02   0.374229E-02  -0.659457E-02
  6791   0.428532E+00   0.534794E-02   0.374143E-02  -0.659224E-02
  6792   0.428684E+00   0.534599E-02   0.374033E-02  -0.658991E-02
  6793   0.428259E+00   0.534381E-02   0.373947E-02  -0.658759E-02
  6794   0.428412E+00   0.534186E-02   0.373838E-02  -0.658526E-02
  6795   0.427987E+00   0.533969E-02   0.373752E-02  -0.658294E-02
  6796   0.428140E+00   0.533774E-02   0.373642E-02  -0.658063E-02
  6797   0.427715E+00   0.533557E-02   0.373556E-02  -0.657831E-02
  6798   0.427868E+00   0.533363E-02   0.373447E-02  -0.657600E-02
  6799   0.427443E+00   0.533146E-02   0.373361E-02  -0.657368E-02
  6800   0.427597E+00   0.532952E-02   0.373252E-02  -0.657137E-02
  6801   0.427172E+00   0.532736E-02   0.373166E-02  -0.656907E-02
  6802   0.427326E+00   0.532542E-02   0.373057E-02  -0.656676E-02
  6803   0.426901E+00   0.532326E-02   0.372971E-02  -0.656446E-02
  6804   0.427055E+00   0.532133E-02   0.372863E-02  -0.656216E-02
  6805   0.426630E+00   0.531917E-02   0.372777E-02  -0.655986E-02
  6806   0.426785E+00   0.531725E-02   0.372668E-02  -0.655756E-02
  6807   0.426360E+00   0.531509E-02   0.372582E-02  -0.655526E-02
  6808   0.426515E+00   0.531317E-02   0.372474E-02  -0.655297E-02
  6809   0.426090E+00   0.531102E-02   0.372388E-02  -0.655068E-02
  6810   0.426245E+00   0.530910E-02   0.372280E-02  -0.654839E-02
  6811   0.425820E+00   0.530695E-02   0.372194E-02  -0.654610E-02
  6812   0.425976E+00   0.530503E-02   0.372086E-02  -0.654382E-02
  6813   0.425551E+00   0.530289E-02   0.372000E-02  -0.654153E-02
  6814   0.425707E+00   0.530097E-02   0.371892E-02  -0.653925E-02
  6815   0.425282E+00   0.529883E-02   0.371806E-02  -0.653697E-02
  6816   0.425438E+00   0.529692E-02   0.371698E-02  -0.653469E-02
  6817   0.425013E+00   0.529478E-02   0.371613E-02  -0.653242E-02
  6818   0.425169E+00   0.529288E-02   0.371504E-02  -0.653014E-02
  6819   0.424745E+00   0.529074E-02   0.371419E-02  -0.652787E-02
  6820   0.424901E+00   0.528884E-02   0.371311E-02  -0.652560E-02
  6821   0.424476E+00   0.528671E-02   0.371226E-02  -0.652333E-02
  6822   0.424633E+00   0.528481E-02   0.371118E-02  -0.652107E-02
  6823   0.424209E+00   0.528268E-02   0.371033E-02  -0.651880E-02
  6824   0.424366E+00   0.528078E-02   0.370925E-02  -0.651654E-02
  6825   0.423941E+00   0.527866E-02   0.370840E-02  -0.651428E-02
  6826   0.424098E+00   0.527676E-02   0.370732E-02  -0.651202E-02
  6827   0.423674E+00   0.527464E-02   0.370647E-02  -0.650976E-02
  6828   0.423832E+00   0.527275E-02   0.370539E-02  -0.650751E-02
  6829   0.423407E+00   0.527063E-02   0.370455E-02  -0.650525E-02
  6830   0.423565E+00   0.526875E-02   0.370347E-02  -0.650300E-02
  6831   0.423140E+00   0.526663E-02   0.370262E-02  -0.650075E-02
  6832   0.423299E+00   0.526475E-02   0.370154E-02  -0.649851E-02
  6833   0.422874E+00   0.526264E-02   0.370070E-02  -0.649626E-02
  6834   0.423033E+00   0.526076E-02   0.369962E-02  -0.649402E-02
  6835   0.422608E+00   0.525865E-02   0.369878E-02  -0.649177E-02
  6836   0.422767E+00   0.525677E-02   0.369770E-02  -0.648953E-02
  6837   0.422342E+00   0.525467E-02   0.369686E-02  -0.648730E-02
  6838   0.422502E+00   0.525279E-02   0.369578E-02  -0.648506E-02
  6839   0.422077E+00   0.525069E-02   0.369494E-02  -0.648283E-02
  6840   0.422236E+00   0.524882E-02   0.369387E-02  -0.648059E-02
  6841   0.421812E+00   0.524672E-02   0.369302E-02  -0.647836E-02
  6842   0.421972E+00   0.524485E-02   0.369195E-02  -0.647613E-02
  6843   0.421547E+00   0.524276E-02   0.369111E-02  -0.647390E-02
  6844   0.421707E+00   0.524089E-02   0.369004E-02  -0.647168E-02
  6845   0.421283E+00   0.523880E-02   0.368920E-02  -0.646945E-02
  6846   0.421443E+00   0.523694E-02   0.368812E-02  -0.646723E-02
  6847   0.421018E+00   0.523485E-02   0.368729E-02  -0.646501E-02
  6848   0.421179E+00   0.523299E-02   0.368621E-02  -0.646279E-02
  6849   0.420755E+00   0.523091E-02   0.368538E-02  -0.646058E-02
  6850   0.420916E+00   0.522905E-02   0.368431E-02  -0.645836E-02
  6851   0.420491E+00   0.522697E-02   0.368347E-02  -0.645615E-02
  6852   0.420652E+00   0.522512E-02   0.368240E-02  -0.645394E-02
  6853   0.420228E+00   0.522304E-02   0.368156E-02  -0.645173E-02
  6854   0.420390E+00   0.522119E-02   0.368049E-02  -0.644952E-02
  6855   0.419965E+00   0.521911E-02   0.367966E-02  -0.644731E-02
  6856   0.420127E+00   0.521727E-02   0.367859E-02  -0.644511E-02
  6857   0.419702E+00   0.521519E-02   0.367775E-02  -0.644290E-02
  6858   0.419865E+00   0.521335E-02   0.367669E-02  -0.644070E-02
  6859   0.419440E+00   0.521128E-02   0.367585E-02  -0.643850E-02
  6860   0.419603E+00   0.520944E-02   0.367479E-02  -0.643630E-02
  6861   0.419178E+00   0.520737E-02   0.367395E-02  -0.643411E-02
  6862   0.419341E+00   0.520554E-02   0.367289E-02  -0.643191E-02
  6863   0.418916E+00   0.520347E-02   0.367205E-02  -0.642972E-02
  6864   0.419079E+00   0.520164E-02   0.367099E-02  -0.642753E-02
  6865   0.418655E+00   0.519958E-02   0.367016E-02  -0.642534E-02
  6866   0.418818E+00   0.519775E-02   0.366909E-02  -0.642315E-02
  6867   0.418394E+00   0.519569E-02   0.366826E-02  -0.642096E-02
  6868   0.418558E+00   0.519386E-02   0.366720E-02  -0.641878E-02
  6869   0.418133E+00   0.519181E-02   0.366637E-02  -0.641659E-02
  6870   0.418297E+00   0.518998E-02   0.366531E-02  -0.641441E-02
  6871   0.417872E+00   0.518793E-02   0.366448E-02  -0.641223E-02
  6872   0.418037E+00   0.518611E-02   0.366342E-02  -0.641006E-02
  6873   0.417612E+00   0.518406E-02   0.366259E-02  -0.640788E-02
  6874   0.417777E+00   0.518224E-02   0.366153E-02  -0.640570E-02
  6875   0.417352E+00   0.518019E-02   0.366070E-02  -0.640353E-02
  6876   0.417517E+00   0.517838E-02   0.365964E-02  -0.640136E-02
  6877   0.417093E+00   0.517634E-02   0.365881E-02  -0.639919E-02
  6878   0.417258E+00   0.517452E-02   0.365775E-02  -0.639702E-02
  6879   0.416833E+00   0.517248E-02   0.365693E-02  -0.639485E-02
  6880   0.416999E+00   0.517068E-02   0.365587E-02  -0.639269E-02
  6881   0.416574E+00   0.516864E-02   0.365504E-02  -0.639052E-02
  6882   0.416740E+00   0.516683E-02   0.365399E-02  -0.638836E-02
  6883   0.416316E+00   0.516480E-02   0.365316E-02  -0.638620E-02
  6884   0.416482E+00   0.516299E-02   0.365210E-02  -0.638404E-02
  6885   0.416057E+00   0.516096E-02   0.365128E-02  -0.638188E-02
  6886   0.416224E+00   0.515916E-02   0.365022E-02  -0.637973E-02
  6887   0.415799E+00   0.515713E-02   0.364940E-02  -0.637757E-02
  6888   0.415966E+00   0.515534E-02   0.364835E-02  -0.637542E-02
  6889   0.415541E+00   0.515331E-02   0.364753E-02  -0.637327E-02
  6890   0.415708E+00   0.515152E-02   0.364647E-02  -0.637112E-02
  6891   0.415284E+00   0.514949E-02   0.364565E-02  -0.636897E-02
  6892   0.415451E+00   0.514770E-02   0.364460E-02  -0.636682E-02
  6893   0.415027E+00   0.514568E-02   0.364378E-02  -0.636468E-02
  6894   0.415194E+00   0.514389E-02   0.364272E-02  -0.636253E-02
  6895   0.414770E+00   0.514187E-02   0.364190E-02  -0.636039E-02
  6896   0.414938E+00   0.514009E-02   0.364085E-02  -0.635825E-02
  6897   0.414513E+00   0.513807E-02   0.364003E-02  -0.635611E-02
  6898   0.414681E+00   0.513629E-02   0.363898E-02  -0.635397E-02
  6899   0.414257E+00   0.513428E-02   0.363816E-02  -0.635184E-02
  6900   0.414425E+00   0.513250E-02   0.363711E-02  -0.634970E-02
  6901   0.414001E+00   0.513049E-02   0.363630E-02  -0.634757E-02
  6902   0.414169E+00   0.512871E-02   0.363524E-02  -0.634544E-02
  6903   0.413745E+00   0.512671E-02   0.363443E-02  -0.634330E-02
  6904   0.413914E+00   0.512493E-02   0.363338E-02  -0.634118E-02
  6905   0.413489E+00   0.512293E-02   0.363256E-02  -0.633905E-02
  6906   0.413659E+00   0.512116E-02   0.363152E-02  -0.633692E-02
  6907   0.413234E+00   0.511916E-02   0.363070E-02  -0.633480E-02
  6908   0.413404E+00   0.511739E-02   0.362965E-02  -0.633267E-02
  6909   0.412979E+00   0.511539E-02   0.362884E-02  -0.633055E-02
  6910   0.413149E+00   0.511363E-02   0.362779E-02  -0.632843E-02
  6911   0.412725E+00   0.511163E-02   0.362698E-02  -0.632631E-02
  6912   0.412895E+00   0.510987E-02   0.362593E-02  -0.632419E-02
  6913   0.412470E+00   0.510787E-02   0.362512E-02  -0.632208E-02
  6914   0.412641E+00   0.510612E-02   0.362408E-02  -0.631996E-02
  6915   0.412216E+00   0.510412E-02   0.362327E-02  -0.631785E-02
  6916   0.412387E+00   0.510237E-02   0.362222E-02  -0.631574E-02
  6917   0.411963E+00   0.510038E-02   0.362141E-02  -0.631363E-02
  6918   0.412134E+00   0.509863E-02   0.362037E-02  -0.631152E-02
  6919   0.411709E+00   0.509664E-02   0.361956E-02  -0.630941E-02
  6920   0.411881E+00   0.509489E-02   0.361851E-02  -0.630731E-02
  6921   0.411456E+00   0.509291E-02   0.361771E-02  -0.630520E-02
  6922   0.411628E+00   0.509116E-02   0.361666E-02  -0.630310E-02
  6923   0.411203E+00   0.508918E-02   0.361586E-02  -0.630099E-02
  6924   0.411376E+00   0.508744E-02   0.361481E-02  -0.629889E-02
